,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,working_capital_to_assets,Attr25,Attr24,Attr30,Attr12,Attr55,Attr41,retained_earnings_to_assets,Attr56,Attr29,Attr45,Attr21,cash_to_current_liabilities,Attr58,Attr57,Attr47
6122,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.1012,0.28285,0.03337,0.33884,0.063423,-1048.2,0.15789,0.012426,0.020601,4.0153,0.065867,1.0452,-54.002,0.9794,0.04393,33.708
6123,risky_upgrade,1,3,CCC,B,CCC→B,1,0.065189,0.5724,-0.23502,0.23471,-0.67854,1070.7,-0.059427,-0.23502,-0.072111,4.2155,-1.2022,1.3621,-36.785,1.0721,-0.41058,48.084
6124,risky_upgrade,1,1,BBB,A,BBB→A,0,0.15154,0.31417,-0.053696,0.31845,-0.13306,2952.0,0.28114,0.018194,0.0235,4.2896,0.078986,1.2622,-14.984,0.9765,0.05791,43.552
6125,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.1559,0.404,0.32684,0.048412,0.68996,-608.89,0.040015,0.32684,0.020861,3.5917,2.8062,0.97764,-9.595,0.97914,0.809,3.9757
6126,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.31502,-0.36483,0.019686,0.3068,0.021441,-1124.0,0.37501,-0.39182,0.016263,3.5524,0.14611,1.0452,-52.977,0.9844,-0.51396,12.452
6127,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.15596,0.44685,0.086571,0.092825,0.20613,59.74,0.12497,0.0,0.024415,2.5832,0.282825,1.0452,12.553,0.97823,0.11393,0.0
6128,risky_upgrade,1,1,CCC,B,CCC→B,1,0.15278,0.19907,0.018519,-0.12389,1.3333,33.0,0.025,0.0,0.035398,2.3345,0.282825,1.0452,108.99,0.9646,0.014085,0.0
6129,risky_upgrade,1,1,CCC,B,CCC→B,1,0.010448,-0.0034652,-0.14136,0.28801,-0.17622,21.83,-0.3647,-0.12289,-0.042692,3.32,-0.33419,1.0452,-45.644,1.0427,2.8106089999999995,45.969
6130,risky_upgrade,1,1,B,BB,B→BB,1,-0.089726,0.034541,0.040163,0.43227,0.053089,-2688.1,0.32522,0.0,0.025992,4.4765,0.32079,1.4666,-38.029,0.97254,0.2296,20.481
6131,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.86106,-1.034518,4.20196500000005,0.015329,-4108.4,-2.2021499999999996,-1.880592,-0.6627794,1.94594,0.282825,0.31632000000000005,-2978.4999999999995,0.13812,-0.015363,0.0
6132,risky_upgrade,1,1,CCC,B,CCC→B,1,0.1729,0.10507,0.1056,0.80416,-0.069553,2029.0,0.23042,0.0,0.11775,4.0695,-0.12091,1.2088,-183.37,0.8747,-0.7408,250.01
6133,risky_upgrade,1,3,B,BB,B→BB,1,-0.2254,0.40572,-0.09879,0.16268,-0.17268,-5551.9,0.40965,-0.11111,-0.023466,4.3915,-6.8278,0.64403,-56.073,1.0235,-0.27386,3.4686
6134,risky_upgrade,1,1,CCC,B,CCC→B,1,0.75335,-1.4817,0.82155,0.66554,3.9005,644.7,0.095497,-1.880592,0.2606,2.9324,1.2071,1.0452,-6.6344,0.77467,-0.56533,85.647
6135,risky_upgrade,1,1,CCC,B,CCC→B,1,0.30777,-0.0145,-0.049132,0.50835,-0.073105,3757.0,-0.75791,0.0,0.010603,4.0866,-0.13783,1.0452,-3.8971,0.99149,-0.43051,69.332
6136,risky_upgrade,1,1,B,BB,B→BB,1,0.58238,0.28675,0.18193,0.090482,0.71584,4689.1,0.041618,0.14205,0.072105,3.9059,0.45059,1.0452,8.396,0.9279,0.49537,44.148
6137,risky_upgrade,1,3,B,BB,B→BB,1,-0.33038,-0.064724,0.097476,0.4227,0.1393,-8887.0,0.14481,0.11372,-0.015914,4.4297,0.42634,1.0279,-91.548,1.0159,-1.757,40.063
6138,risky_upgrade,1,1,B,BB,B→BB,1,0.87292,0.45268,0.81861,-0.27173,-2.09503,86.14,-0.033754,0.0,-0.01839,1.9942,0.282825,0.75507,104.95,1.0267,-0.095595,0.0
6139,risky_upgrade,1,1,B,BB,B→BB,1,0.033846,0.024872,0.031289,0.25479,0.032662,99.0,1.0059,0.0,0.0096154,3.4661,0.1218,1.0452,-18.718,0.99051,0.59267,22.743
6140,risky_upgrade,1,3,CCC,B,CCC→B,1,0.2883,-1.659,-0.50392,0.11038,-0.77857,62.12,-0.063056,-1.1551,-0.071993,2.3334,0.282825,1.0452,17.601,1.058,-1.4567,0.0
6141,risky_upgrade,1,1,B,BB,B→BB,1,-0.14358,-0.31059,-0.016023,0.2507,-0.033189,-1416.0,0.42758,-0.29325,0.0012148,3.994,-1.1674,1.2395,-57.452,0.99787,-0.030867,3.1948
6142,risky_upgrade,1,3,CCC,B,CCC→B,1,0.20188,-0.20825,-0.40937,0.016142,-0.70189,16.15,-0.096605,0.0,-0.03819,1.94594,-5.4493,1.0452,-0.7769,1.0253,-0.9823,2.6898
6143,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.15961,-0.26204,-0.11096,1.3368,-0.09569,-135.61,-0.45127,-0.15106,-0.1117,2.9292,-0.26396,1.0452,-208.81,1.0964,0.54611,151.98
6144,risky_upgrade,1,1,B,BB,B→BB,1,0.14191,0.11324,0.21661,0.15123,0.15917,193.0,0.16467,-0.00073529,0.028092,3.1335,0.11765,0.97255,-47.791,0.96848,0.64706,57.454
6145,risky_upgrade,1,1,CCC,B,CCC→B,1,0.17574,0.29715,0.0078065,0.52778,0.03535,292.43,3.259,0.0,0.079576,3.2212,0.34854,1.0452,38.646,0.74686,0.021244,5.8627
6146,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.25083,0.11148,0.0032845,0.35871,0.004003,-4168.1,0.48205,0.0032845,0.001511,4.2206,0.012159,0.99958,-87.855,0.99849,0.029463,42.822
6147,risky_upgrade,1,2,CCC,B,CCC→B,1,0.043424,0.9445156000000003,0.038549,0.2175,9.399790000000033,26456.0,-0.0023716,0.043851,0.052943000000000004,5.7848,53.541990000000055,1.0452,1809.4,0.95096,0.043875,0.77385
6148,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.075104,0.34582,0.037104,0.13729,0.083988,-4779.0,0.25833,0.027455,0.017107,4.8037,0.5392,0.92443,-12.488,0.98289,0.079391,4.9169
6149,risky_upgrade,1,1,B,BB,B→BB,1,-1.00064,-0.93992,0.74753,1.0404,0.43802,-19035.0,0.10689,0.7475,-0.13551,4.2344,1.9084,1.3157,-298.23,1.1355,-0.79528,77.627
6150,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.042988,0.36628,0.30565,0.17095,0.59738,1075.0,0.050281,0.23379,0.096164,4.398,1.3002,1.2715,-18.228,0.90384,0.63828,21.581
6151,risky_upgrade,1,1,B,BB,B→BB,1,0.25748,0.24185,0.16921,0.20404,0.0088522,19326.0,2.2179,0.0,0.09731,4.8754,0.0082357,1.2706,-2.3427,0.89193,0.0044224,41.104
6152,risky_upgrade,1,1,CCC,B,CCC→B,1,0.075807,0.16104,0.17889,0.29942,0.25979,1527.0,0.12836,0.11559,0.32603,4.3041,0.35465,1.0452,-49.144,0.67397,0.71777,64.928
6153,risky_upgrade,1,1,BBB,A,BBB→A,0,0.2787,0.36946,0.35228,0.13963,0.34729,1918.0,0.081515,0.0,0.084157,3.8377,1.5835,1.635,32.835,0.91644,0.33818,15.815
6154,risky_upgrade,1,1,CCC,B,CCC→B,1,0.23411,0.27939,0.023898,0.21464,-0.15825,1131.0,-0.3589,0.0,0.19801,3.684,-0.13982,1.0452,-27.854,0.79571,-0.12821,62.056
6155,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.67981,-1.2851,-1.034518,0.56185,-0.72906,-122.27,-0.04702,-0.58251,-0.068378,2.2549,-5.1694,0.68135,-108.72,1.0833,2.8106089999999995,21.578
6156,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.05912,0.084662,0.094721,0.3354,0.088683,1898.0,0.1972,-0.0034485,0.033112,4.5066,0.11484,1.3784,-46.43,0.9477,0.17684,54.396
6157,risky_upgrade,1,3,CCC,B,CCC→B,1,0.34775,0.40192,-0.17481,-0.35107,-0.29229,276.07,-0.22014,-0.17481,-0.084967,2.8997,0.282825,1.4841,118.25,1.085,-0.43495,0.0
6158,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.058779,0.39395,0.10684,0.28969,0.039435,-470.0,0.19119,0.0,0.018896,3.9029,0.050699,0.6513,-56.554,0.97683,0.028781,43.85
6159,risky_upgrade,1,1,CCC,B,CCC→B,1,0.21217,0.039299,-0.014429,1.0066,-0.07132,10598.0,0.57471,-0.011136,-0.039018,4.6985,-0.079204,0.73015,-95.217,0.97594,-0.10649,117.3
6160,risky_upgrade,1,1,B,BB,B→BB,1,0.098121,0.45998,0.011034,0.10533,0.020464,1368.0,0.21198,0.011034,0.0013255,4.1443,0.041598,0.9905,-15.793,0.99867,0.023987,24.54
6161,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.244,-0.26519,0.91315,-0.14163,-15330.0,-0.45507,-1.0581,0.022761,4.1706,-0.49396,1.0452,-242.2,0.97293,0.29661,83.374
6162,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.86106,-1.034518,0.41905,-1.0881,-34.01,-0.044563,-1.880592,-0.6627794,1.94594,-10.095080000000001,1.0452,-87.486,1.2978,1.2948,7.0547
6163,risky_upgrade,1,1,BBB,A,BBB→A,0,0.071319,0.48526,0.012414,0.26269,0.028181,4568.1,0.17145,0.012072,0.017849,4.8065,0.056313,1.231,-31.385,0.98215,0.024877,45.324
6164,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.4363,-0.3445,0.009877,0.41735,0.007388,-2695.0,0.65104,0.009877,0.02416,3.7908,0.032766,1.0452,-126.51,0.97584,-0.02867,35.573
6165,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.04274,0.12227,0.067808,0.60107,0.0053558,-156.0,0.85053,0.0,0.44533,3.5623,0.0087821,0.6857,-67.559,0.51054,0.011093,48.375
6166,risky_upgrade,1,1,CCC,B,CCC→B,1,0.08139,0.23821,-0.09039,0.2024,-0.42873,328.0,-0.17953,0.096774,0.14534,3.6053,-0.55867,1.0452,-10.705,0.83433,-0.13155,25.504
6167,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.54548,-0.16625,0.17978,0.18309,0.16283,-438.72,0.12373,-0.24086,-0.03719,2.9054,18.022,1.0452,-39.506,0.95677,-0.57914,0.22662
6168,risky_upgrade,1,1,B,BB,B→BB,1,-0.14852,0.29324,0.010123,0.20683,0.016128,-2159.2,0.31005,0.012779,-0.0149,4.1625,0.041954,2.2796,-52.265,1.0149,0.043579,34.552
6169,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.60099,0.56032,0.098322,-0.1013,0.030097,25279.0,0.058845,0.0,-0.024381,4.6239,0.014667,0.71779,107.95,0.99788,0.0021054,26.531
6170,risky_upgrade,1,1,B,BB,B→BB,1,0.22841,0.00010139,0.047458,-0.051901,0.010423,2252.8,-0.2662,-0.051158,0.066276,3.994,0.18854,0.83207,43.646,0.89731,0.02814,68.52
6171,risky_upgrade,1,1,B,BB,B→BB,1,0.036277,0.043903,0.0048834,0.31828,-0.030815,490.0,1.3507,0.0,-0.040514,4.1306,-0.069258,0.8986,-45.314,1.0165,-0.060198,48.114
6172,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.24213,-0.39861,0.14803,0.23019,0.015878,-377.0,0.38737,-0.39915,0.0062645,3.1923,0.0010372,1.0452,-63.332,0.99114,-0.0027563,40.977
6173,risky_upgrade,1,2,CCC,B,CCC→B,1,0.19034,0.47014,0.4135,0.75588,1.1189,267.24,0.033754,-0.30722,-0.6627794,3.1474,53.541990000000055,1.0452,53.694,0.75563,0.73852,0.4519
6174,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.44531,-0.37806,0.44381,2.1916,0.36165,-280.93,0.093741,-1.0082,-0.6627794,2.7999,2.8102,1.0452,-155.36,0.75628,-1.0697,35.062
6175,risky_upgrade,1,1,CCC,B,CCC→B,1,0.23143,0.43212,-0.050737,0.31136,-0.093492,559.13,-0.77018,0.0,-0.12221,3.3831,-0.54073,1.0452,35.321,0.85877,-0.060408,11.593
6176,risky_upgrade,1,1,CCC,B,CCC→B,1,0.093289,0.9445156000000003,0.033789,0.095541,0.9061,438.55,-0.011636,-0.19547,-0.61919,3.6722,0.50156,1.0452,31.167,0.79038,0.035095,81.312
6177,risky_upgrade,1,3,CCC,B,CCC→B,1,0.017474,0.043504,-0.14263,0.20211,-0.39025,15.42,-0.13226,-0.050847,-0.18303,2.9457,-1.4835,1.0452,-13.314,1.0593,-0.22478,16.282
6178,risky_upgrade,1,1,CCC,B,CCC→B,1,0.45073,0.24665,-0.090822,0.31039,-1.459,117.52,-0.12962,0.0,0.40552,2.4162,-0.35196,1.0452,14.354,0.45459,-0.12199,93.877
6179,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.86106,-0.35571,1.4343,-0.10081,-353.05,-0.51394,-1.880592,-0.1236,2.0685,-0.92494,1.0452,-428.91,1.105,0.13141,48.613
6180,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.66547,0.80412,-0.046662,-0.453,-0.42282,770.87,-0.55764,0.0,-0.16276,3.0639,-0.3212,1.0452,250.74,1.1712,-0.053545,67.35
6181,risky_upgrade,1,3,B,BB,B→BB,1,0.24308,0.22351,-0.087816,0.055798,-0.1377,132.51,-0.25843,0.0,-0.019959,2.7365,0.282825,1.0452,23.742,1.0245,-0.2424,0.0
6182,risky_upgrade,1,3,CCC,B,CCC→B,1,0.25748,0.22367,0.10403,0.045326,0.021505,198.0,-0.775,0.0,0.00050474,2.8859,0.34615,0.81031,6.1994,0.99879,0.042654,0.9555
6183,risky_upgrade,1,1,CCC,B,CCC→B,1,0.16752,0.46545,0.044239,0.062084,0.093333,686.0,0.34772,0.0,0.088783,3.6123,0.15155,1.0452,-3.8264,0.90969,0.073521,13.013
6184,risky_upgrade,1,3,CCC,B,CCC→B,1,0.78989,-0.18989,-0.69427,0.19373,-0.67715,40.64,-0.085118,-0.047425,-0.25617,1.94594,-2.0795,1.0452,195.57,1.0286,-0.18195,18.803
6185,risky_upgrade,1,3,B,BB,B→BB,1,0.27418,0.42101,-0.084407,0.41918,-0.18217,8449.0,-1.0437,0.0,-0.052409,4.4888,-0.16383,1.0452,-62.695,1.0491,-0.19403,130.68
6186,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.51284,0.21589,0.37462,0.27352,0.5878,-1275.4,0.050137,-0.4419,0.081287,3.3957,13.016,1.0452,-88.316,0.8377,0.9611,3.969
6187,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.071604,0.29738,-0.026771,0.51767,-0.06391,-320.0,0.25,0.0,-0.0080214,3.6502,-0.18781,1.0452,-70.799,1.0057,-0.069196,44.053
6188,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.0094084,-0.011032,-0.081867,0.7887,-0.15423,-340.18,0.43806,-0.063371,0.01447,4.5582,-0.38902,1.7326,-68.774,0.98553,2.8106089999999995,59.366
6189,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.86106,0.06084,4.20196500000005,0.00039697,-40384.0,0.58463,-1.880592,0.047314,4.198,0.0061587,0.31632000000000005,-2059.6,0.76565,-0.00049692,118.81
6190,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.053999,0.3441,0.058423,0.34889,0.054774,6595.9,0.40866,-0.037199,0.16109,5.0869,0.69235,1.1863,-25.005,0.97512,0.077972,11.849
6191,risky_upgrade,1,3,CCC,B,CCC→B,1,0.65029,-0.38505,-0.22161,0.46009,-0.90299,1789.6,-0.26831,-0.16344,-0.053656,3.4396,-0.31275,1.0452,-13.202,1.0719,-0.92921,156.22
6192,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.051028,0.25765,0.013639,0.15361,0.044299,569.07,0.17762,0.0097236,0.008307,4.0474,0.38137,1.335,1.7598,0.99169,0.03774,2.0732
6193,risky_upgrade,1,1,B,BB,B→BB,1,0.43368,0.25011,0.32446,-0.026366,0.39301,34057.0,0.49394,0.0,0.052233,4.895,0.33799,0.70228,67.969,0.92409,0.048185,26.338
6194,risky_upgrade,1,3,CCC,B,CCC→B,1,0.087968,-0.14346,-0.027471,0.84638,-0.04968,745.0,-2.2021499999999996,-0.15421,-0.036647,3.9278,-0.13718,1.0452,-67.44,1.0352,-0.061466,112.23
6195,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.2257,-0.30217,1.7171,0.043763,-40775.49,0.22396,-0.6388,0.15385,4.8349,0.18894,1.1392,-746.17,0.84615,-0.038709,117.0
6196,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.86106,-0.35539,1.3567,-0.12119,-22468.0,0.68693,-0.35539,-0.19613,3.977,-0.93933,1.0487,-398.55,1.1961,0.16549,53.426
6197,risky_upgrade,1,1,CCC,B,CCC→B,1,0.4641,0.30625,0.31042,0.071973,0.67239,7027.0,0.040526,0.23578,0.081974,4.1802,0.6375,2.1428,7.1451,0.91803,0.76989,28.943
6198,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.12054,-0.0089078,0.044272,0.22134,0.063407,-1502.0,0.20751,-0.026642,0.0047217,4.0956,0.48196,1.2716,-19.153,0.98606,0.057064,4.4535
6199,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.44084,0.24226,0.037117,3.2231,0.069052,-6338.0,0.45006,0.0011282,0.21626,4.1577,0.282825,0.86044,-1299.2,0.78374,0.0046569,0.0
6200,risky_upgrade,1,1,B,BB,B→BB,1,-0.13663,0.21188,0.0028345,0.28351,0.0038672,-1762.3,0.34038,0.0028345,0.009347,4.1105,0.01608,2.7253499999999997,-42.73,0.99065,0.013378,23.841
6201,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.63475,-0.28994,-0.36701,1.6574,-0.32794,-9589.2,-0.17532,-0.36701,-0.4373,4.1792,-1.0789,0.83122,-422.3,1.4373,1.2658,128.15
6202,risky_upgrade,1,1,BBB,A,BBB→A,0,0.36869,0.13357,0.093875,0.10769,0.47413,1877.0,0.05318,0.0,0.070175,3.7068,0.76656,1.0452,73.962,0.92704,0.11705,36.84
6203,risky_upgrade,1,3,B,BB,B→BB,1,0.38056,0.016686,-0.12887,1.1252,-0.3161,661.42,-0.26607,-0.16409,-0.65828,3.24,0.282825,1.0452,273.39,1.2816,-0.21767,0.0
6204,risky_upgrade,1,1,B,BB,B→BB,1,0.2285,0.2367,0.22194,0.24505,0.06088,776.0,0.30675,0.0,0.15676,3.531,0.033966,0.86537,-50.947,0.85464,0.08346,76.683
6205,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.12533,0.30306,0.015724,0.29088,-0.030541,-3513.0,1.0263,0.0,0.16594,4.4476,-0.091587,1.0958,-50.824,0.8157,-0.056707,31.359
6206,risky_upgrade,1,1,BBB,A,BBB→A,0,0.41581,0.81467,0.8191,-0.090186,1.4633,2619.6,0.023251,0.0,0.045159,3.7993,0.88411,0.70747,92.385,0.93963,0.075685,21.104
6207,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.30658,-1.86106,0.3862,0.24152,0.34839,-955.0,0.086746,-1.880592,0.26164,3.4935,0.66717,1.0452,-69.797,0.75454,-1.3757,40.391
6208,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.07089,0.36362,0.03427,0.22399,0.06969,-4204.6,0.23364,0.031218,0.0087612,4.7731,0.20324,1.631,-32.835,0.99124,0.085853,21.806
6209,risky_upgrade,1,2,CCC,B,CCC→B,1,0.067221,0.9445156000000003,0.01274,0.2175,9.399790000000033,2077.7,-0.0041904,0.01274,0.052943000000000004,4.4901,53.541990000000055,1.0452,2543.1,0.95096,0.012755,6.802
6210,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.12471,0.3283,-0.15072,0.12779,-0.27809,-2590.4,-0.23059,-0.15072,-0.039133,4.3175,-0.77749,1.1919,-25.715,1.0391,-0.4591,15.644
6211,risky_upgrade,1,1,B,BB,B→BB,1,-0.18335,0.022438,0.067064,0.21606,0.095577,-3669.0,0.15448,-0.037336,0.033535,4.3013,0.36927,1.1935,-34.598,0.97348,0.22634,14.343
6212,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.10046,0.23325,0.14406,0.30558,0.20656,18503.0,0.13862,0.11677,0.099148,5.2652,0.61689,1.5873,-16.034,0.90085,0.50065,33.692
6213,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.16062,0.44666,0.012843,0.10106,0.030465,-3287.2,0.16042,0.012843,0.014247,4.311,0.16277,0.96468,-24.801,0.98575,0.028752,7.6085
6214,risky_upgrade,1,1,B,BB,B→BB,1,-0.2846,0.38746,0.0098258,0.31327,0.017746,-28417.0,0.21795,0.015092,0.0059714,4.9993,0.12842,1.265,-85.571,0.99403,0.03895,24.394
6215,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.42401,0.52464,0.0017845,0.17274,0.0037906,4032.3,0.59787,-0.0025542,-0.0071218,3.9782,-0.006144,0.64299,0.95483,1.0071,-0.0048685,56.374
9767,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.58695,-0.69346,-0.69324,0.80009,-0.54429,-1259.0,-0.10344,0.0,-0.39433,3.3314,0.282825,1.0452,-87.964,1.3263,1.8883,0.0
9768,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.2019,0.019198,0.022072,1.6322,0.024168,-340.0,7.4916,0.0,0.094903,3.2263,0.039704,1.0452,-419.44,0.86756,0.86606,299.0
9769,risky_upgrade,1,1,BBB,A,BBB→A,0,0.12485,-0.05254,-0.032659,0.35339,-0.049913,125.85,2.7993,-0.01496,0.016529,3.0035,-0.054364,1.3927,-101.87,1.0035,-0.15334,125.72
9770,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.088616,-0.11551,-0.11333,0.55655,-0.018319,-555.0,-2.2021499999999996,0.0,-0.0068339,3.7968,-0.042031,0.6422,-109.04,1.0093,0.94386,90.362
9771,risky_upgrade,1,1,B,BB,B→BB,1,0.076411,0.091028,0.26534,0.3585,0.3298,333.0,0.10252,-0.059397,0.11471,3.6393,0.38266,1.2183,-68.1,0.92842,0.50951,79.553
9772,risky_upgrade,1,3,CCC,B,CCC→B,1,0.16731,0.139,-0.021236,1.4359,-0.025621,260.0,-2.0444,0.0,-0.036817,3.1915,-0.025581,1.0452,-430.08,1.038,-0.12406,380.53370000000007
9773,risky_upgrade,1,1,B,BB,B→BB,1,0.1735,0.026901,0.054307,1.0268,0.047886,1163.0,0.79979,-0.024731,0.044826,3.8263,0.52615,1.3106,-79.067,0.9566,1.074,28.864
9774,risky_upgrade,1,3,CCC,B,CCC→B,1,0.73923,0.72908,1.3027,-0.6269029,-2.09503,193.02,-0.010697,0.0,-0.37331,2.4168,-10.095080000000001,0.31632000000000005,239.58,1.3674,-0.33615,2.9719
9775,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.25563,0.27573,0.031601,0.287,0.055939,3517.2,0.089029,0.0,0.094343,4.1386,0.056079,1.615,-14.111,0.98865,0.062526,58.127
9776,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.29934,0.0051317,-0.036875,1.0875,-0.267,-18841.0,-0.71715,0.0,0.14704,4.7989,-3.756,1.0086,-124.41,0.85209,-2.0479,12.615
9777,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.86106,-1.034518,4.20196500000005,-0.2595,-9350.0,-0.27731,-1.880592,0.25382,3.8556,-10.095080000000001,0.31632000000000005,-875.13,1.1342,0.26751,7.7105
9778,risky_upgrade,1,1,CCC,B,CCC→B,1,0.018056,0.1097,-0.18291,0.99953,-0.93603,56.95,-0.036929,0.23354,0.9801,3.4989,-5.7003,0.31632000000000005,-26.572,0.2331,-0.17971,30.407
9779,risky_upgrade,1,1,CCC,B,CCC→B,1,0.14143,0.11917,0.003397,0.68786,-0.017434,19610.0,1.2289,-0.0098736,0.026887,5.1419,-0.03047,0.9144,-52.404,0.98144,-0.024888,110.49
9780,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.15414,0.13654,0.016484,0.53256,0.031973,1.299,0.25444,-0.0045981,0.027868,4.9413,0.08452,1.0452,-26.641,0.98978,0.073372,29.618
9781,risky_upgrade,1,1,CCC,B,CCC→B,1,0.075997,0.83935,0.057502,0.038047,0.74418,111.64,0.040809,0.0,0.14151,3.167,3.1754,0.94755,13.544,0.75984,0.087069,6.3432
9782,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.24683,0.44888,0.43972,0.19165,-0.02367,857.0,0.25546,0.32373,-0.0015988,3.5406,-0.035712,0.64991,-33.223,0.98657,-0.028942,68.975
9783,risky_upgrade,1,1,B,BB,B→BB,1,0.14337,-0.033341,0.13383,0.34649,0.13322,645.0,0.19289,-0.12295,0.041431,3.6531,0.11578,1.2664,-90.645,0.95038,0.34631,114.06
9784,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.47048,-0.2946,-0.194,0.49247,-0.20599,-2239.0,-0.36053,-0.24711,-0.062851,3.6775,-1.0081,0.91262,-138.76,1.0699,-0.68579,33.02
9785,risky_upgrade,1,1,CCC,B,CCC→B,1,0.33182,-0.004556,0.27198,0.40594,0.2116,1973.0,0.17396,-0.075674,0.18279,3.7742,0.1726,0.8099,-23.37,0.84702,0.56542,83.771
9786,risky_upgrade,1,1,B,BB,B→BB,1,0.16932,0.23964,0.18262,0.45672,0.1413,1.4954,0.17623,0.0,0.20749,4.343,0.11291,0.94009,-84.442,0.80316,0.080735,143.54
9787,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.10771,0.29818,0.012636,4.20196500000005,-0.23388,-37817.0,-2.2021499999999996,0.29545,0.4842,5.5454,0.0,2.7253499999999997,-1071.4,0.64632,0.0,71.814
9788,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.3692,-0.32204,0.56949,-0.22519,-3341.9,-0.53702,-1.8293,-0.10149,3.4873,-1.6116,1.0452,-165.49,1.223,0.66833,24.472
9789,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.86106,-1.034518,1.6711,-0.29735,-964.0,-0.13811,-1.2895,-0.57237,2.6522,-5.5091,0.81197,-311.41,1.3743,0.36817,16.799
9790,risky_upgrade,1,1,CCC,B,CCC→B,1,0.33923,0.34279,0.14672,0.1426,0.0064638,3815.0,0.98518,0.0,0.0057602,4.051,0.054387,0.84521,24.855,0.99191,0.008315,4.7108
9791,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.39239,-0.80089,-0.4957,1.0339,-0.43695,-3909.0,-0.11375,-0.56073,-0.038706,3.9983,-1.2585,0.47926,-175.2,0.94552,-2.9482139999999997,70.453
9792,risky_upgrade,1,3,CCC,B,CCC→B,1,0.043068,-0.67062,-0.51588,0.48606,-0.25546,1005.0,-0.19897,-0.48768,-0.1315,4.368,-0.38369,0.84466,-89.644,1.0888,-0.79742,97.87
9793,risky_upgrade,1,1,B,BB,B→BB,1,0.00090707,0.27847,0.1218,0.78952,0.16226,109.49,0.46416,0.003831,0.31359,5.0817,0.32145,1.1101,-134.93,0.72957,0.23934,126.33
9794,risky_upgrade,1,1,CCC,B,CCC→B,1,0.34135,0.034945,0.014022,0.59836,0.020751,4894.0,0.65139,0.0,0.37221,4.1565,0.016431,0.71685,-0.66863,0.5724,0.0083724,188.25
9795,risky_upgrade,1,1,B,BB,B→BB,1,0.70421,0.44405,0.021105,0.12676,0.079151,368.37,0.32597,0.0,0.0037136,2.7186,0.030028,1.0452,19.343,0.99204,0.025153,77.282
