antecedents_str,consequents_str,support,confidence,lift,lift_vs_baseline,conf_safe,conf_diff
Attr24=LOW & retained_earnings_to_assets=LOW,Attr12=LOW,0.2974006116207951,0.9046511627906977,1.776702283679028,10.847514401536165,0.7281910009182736,0.17646016187242408
Attr24=LOW,Attr12=LOW,0.441131498470948,0.9043887147335423,1.7761868451523626,10.84436743263064,0.753195240193918,0.15119347453962428
Attr12=LOW & Attr25=LOW & Attr58=HIGH,Attr41=LOW,0.21483180428134557,0.9035369774919614,1.750853876384423,10.834154399834803,0.7309823677581865,0.1725546097337749
Attr12=LOW & Attr56=LOW & Attr58=HIGH,Attr24=LOW,0.3256880733944954,0.902542372881356,1.850353328728548,10.82222826932048,0.7819323960514508,0.12060997682990515
Attr24=LOW & Attr25=LOW,Attr12=LOW,0.27370030581039756,0.9017632241813602,1.7710304763201492,10.812885633073742,0.7760677183532128,0.12569550582814748
Attr12=LOW & Attr29=LOW,Attr41=LOW,0.20107033639143732,0.9006849315068494,1.7453272450532726,10.799956013572956,0.7343927355278093,0.1662921959790401
Attr12=LOW & Attr56=LOW,Attr24=LOW,0.34174311926605505,0.8993963782696177,1.843903546671881,10.784505196315507,0.7814549791293978,0.11794139914021995
Attr45=LOW & Attr56=LOW,Attr24=LOW,0.3073394495412844,0.8993288590604026,1.8437651217100417,10.783695585247212,0.7700831024930748,0.12924575656732784
Attr45=LOW & Attr56=LOW,Attr12=LOW & Attr24=LOW,0.3065749235474006,0.8970917225950783,2.0336152047735916,10.756870471851077,0.7497691597414589,0.14732256285361944
Attr58=HIGH & working_capital_to_assets=LOW,Attr12=LOW & Attr55=LOW,0.21636085626911314,0.8955696202531644,3.1574260466068442,10.73861920798978,0.785234899328859,0.11033472092430541
Attr21=LOW & Attr41=LOW,Attr12=LOW,0.2018348623853211,0.8949152542372882,1.7575813101236835,10.730772819157208,0.7386243386243386,0.1562909156129496
Attr24=LOW & Attr55=LOW,Attr12=LOW & working_capital_to_assets=LOW,0.2515290519877676,0.8940217391304348,3.06923998630606,10.72005883526127,0.7545454545454545,0.1394762845849803
Attr12=LOW & Attr45=LOW & Attr58=HIGH,Attr24=LOW,0.3073394495412844,0.8933333333333333,1.831473354231975,10.711804281345566,0.7725021846781241,0.12083114865520916
Attr24=LOW & Attr25=LOW & retained_earnings_to_assets=LOW,Attr12=LOW,0.21100917431192662,0.8932038834951457,1.7542202396571331,10.71025207090051,0.7440505099562895,0.14915337353885616
Attr12=LOW & Attr30=HIGH & Attr58=HIGH,Attr41=LOW,0.20412844036697247,0.8929765886287625,1.7303901895206244,10.707526617777914,0.7010479867622724,0.19192860186649008
Attr56=LOW & Attr58=HIGH & retained_earnings_to_assets=LOW,Attr41=LOW,0.22247706422018348,0.892638036809816,1.7297341513292437,10.703467101930546,0.7369875633348687,0.15565047347494732
Attr58=HIGH & working_capital_to_assets=LOW,Attr12=LOW & Attr56=LOW,0.21559633027522937,0.8924050632911392,2.3486233858849297,10.700673557078156,0.7607861936720997,0.13161886961903957
Attr55=LOW & Attr58=HIGH,Attr12=LOW & Attr56=LOW,0.21100917431192662,0.8903225806451613,2.3431427273317325,10.675702870671797,0.7581602373887241,0.13216234325643728
Attr12=LOW & Attr58=HIGH,Attr24=LOW,0.345565749235474,0.8897637795275591,1.8241552094389457,10.669002383876329,0.771551724137931,0.11821205538962809
Attr45=LOW & Attr58=HIGH,Attr24=LOW,0.3081039755351682,0.8896247240618103,1.823870123938633,10.667334994025559,0.753710830126443,0.13591389393536724
Attr41=LOW & Attr56=LOW & Attr58=HIGH,Attr24=LOW,0.2889908256880734,0.8894117647058822,1.8234335238797712,10.664781435509983,0.7858501331304678,0.10356163157541443
Attr12=LOW & Attr58=HIGH & working_capital_to_assets=LOW,Attr41=LOW,0.20259938837920488,0.8892617449664428,1.7231916480238627,10.662982574964595,0.6975028376844494,0.1917589072819934
Attr45=LOW & cash_to_current_liabilities=LOW,Attr12=LOW & Attr24=LOW,0.22629969418960244,0.888888888888889,2.0150202195262854,10.658511722731907,0.762251334303736,0.1266375545851529
Attr58=HIGH & cash_to_current_liabilities=LOW,Attr12=LOW & Attr56=LOW,0.20565749235474007,0.8877887788778879,2.3364742912923084,10.645320495352289,0.7669801462904912,0.12080863258739671
Attr12=LOW & Attr58=HIGH & retained_earnings_to_assets=LOW,Attr41=LOW,0.23547400611620795,0.8876080691642652,1.719987191802754,10.643153636676097,0.7384473197781887,0.14916074938607649
Attr45=LOW & Attr58=HIGH,Attr12=LOW & Attr24=LOW,0.3073394495412844,0.8874172185430463,2.011684093335017,10.640865180144601,0.7289719626168225,0.15844525592622383
Attr24=LOW & Attr58=HIGH & retained_earnings_to_assets=LOW,Attr41=LOW,0.2217125382262997,0.8868501529051988,1.7185185185185186,10.634065594927476,0.7020785219399538,0.18477163096524496
Attr45=LOW & Attr58=HIGH & retained_earnings_to_assets=LOW,Attr41=LOW,0.21024464831804282,0.8842443729903537,1.7134690961057524,10.602820142187086,0.7081545064377682,0.17608986655258552
Attr55=LOW & Attr58=HIGH,Attr24=LOW,0.20948012232415902,0.8838709677419355,1.8120740216402065,10.598342704942292,0.7739861523244312,0.10988481541750428
Attr24=LOW & Attr56=LOW & Attr58=HIGH,Attr41=LOW,0.2889908256880734,0.8831775700934579,1.7114018691588786,10.590028294606876,0.7397064088793412,0.14347116121411663
Attr12=LOW & Attr56=LOW & retained_earnings_to_assets=LOW,Attr41=LOW,0.22782874617737003,0.8816568047337278,1.7084549638395792,10.571793062265892,0.7775551102204408,0.10410169451328699
Attr12=LOW & Attr56=LOW & Attr58=HIGH,Attr41=LOW,0.3180428134556575,0.8813559322033899,1.7078719397363469,10.568185352200281,0.7508226144181872,0.13053331778520272
Attr12=LOW & Attr24=LOW & Attr58=HIGH,Attr41=LOW,0.30428134556574926,0.8805309734513275,1.7062733529990168,10.55829341560445,0.7318435754189944,0.1486873980323331
Attr24=LOW & Attr45=LOW & Attr58=HIGH,Attr41=LOW,0.2706422018348624,0.878411910669975,1.7021670802315962,10.532884103171169,0.7067833698030634,0.1716285408669116
Attr58=HIGH & retained_earnings_to_assets=LOW,Attr41=LOW,0.23623853211009174,0.8778409090909092,1.7010606060606064,10.526037322768975,0.6808247422680412,0.19701616682286793
Attr55=LOW & Attr58=HIGH,Attr12=LOW & Attr24=LOW,0.20795107033639143,0.8774193548387096,1.989019958629172,10.520982539212785,0.7146389713155292,0.16278038352318036
Attr24=LOW & Attr58=HIGH,Attr41=LOW,0.30504587155963303,0.8769230769230769,1.6992820512820515,10.515031757233592,0.6875,0.18942307692307692
Attr25=LOW & Attr58=HIGH,Attr12=LOW & Attr56=LOW,0.21788990825688073,0.8769230769230769,2.307878037455502,10.515031757233592,0.7645514223194748,0.1123716546036021
Attr58=HIGH & working_capital_to_assets=LOW,Attr12=LOW & Attr24=LOW,0.2117737003058104,0.8765822784810126,1.987122392119869,10.510945302520032,0.7262703739213805,0.15031190455963206
Attr30=HIGH & Attr45=LOW,Attr12=LOW & Attr24=LOW,0.2324159021406728,0.8760806916426513,1.9859853460460797,10.50493086217381,0.75718708536046,0.11889360628219137
Attr12=LOW & Attr58=HIGH,Attr41=LOW,0.34021406727828746,0.8759842519685039,1.6974628171478567,10.503774470851694,0.7025862068965517,0.17339804507195222
Attr58=HIGH & retained_earnings_to_assets=LOW,Attr12=LOW & Attr41=LOW,0.23547400611620795,0.875,2.0510752688172045,10.49197247706422,0.6589690721649485,0.2160309278350515
Attr45=LOW & Attr56=LOW & retained_earnings_to_assets=LOW,Attr41=LOW,0.20336391437308868,0.875,1.6955555555555557,10.49197247706422,0.7555902236089443,0.11940977639105566
Attr41=LOW & Attr58=HIGH,Attr12=LOW & Attr24=LOW,0.30428134556574926,0.8747252747252748,1.9829127544898777,10.488678294182883,0.7646844217438891,0.11004085298138577
Attr24=LOW & Attr58=HIGH,Attr12=LOW & Attr41=LOW,0.30428134556574926,0.8747252747252748,2.050431289140967,10.488678294182883,0.6752577319587629,0.1994675427665119
Attr12=LOW & Attr45=LOW & Attr58=HIGH,Attr41=LOW,0.30045871559633025,0.8733333333333333,1.692325925925926,10.471987767584098,0.6915234488785319,0.1818098844548014
Attr45=LOW & Attr56=LOW & Attr58=HIGH,Attr41=LOW,0.28134556574923547,0.872037914691943,1.6898156924697207,10.456454628462106,0.7238390092879257,0.14819890540401737
Attr24=LOW & cash_to_current_liabilities=LOW,Attr45=LOW,0.22859327217125383,0.8717201166180758,1.8509901177539663,10.452643967154359,0.7662517289073305,0.10546838771074529
Attr12=LOW & Attr45=LOW,Attr24=LOW,0.39602446483180426,0.8705882352941177,1.7848423381891942,10.43907177549919,0.7574528976866205,0.11313533760749717
Attr24=LOW & Attr56=LOW & retained_earnings_to_assets=LOW,Attr41=LOW,0.2209480122324159,0.8704819277108433,1.6868005354752342,10.437797059798827,0.7254237288135593,0.145058198897284
Attr24=LOW & working_capital_to_assets=LOW,Attr12=LOW & Attr55=LOW,0.2515290519877676,0.8703703703703705,3.06858340820605,10.436459395174992,0.7245744216499346,0.1457959487204359
Attr45=LOW & Attr58=HIGH,Attr41=LOW,0.3012232415902141,0.8697571743929361,1.685396124601423,10.42910666909695,0.6630016492578339,0.2067555251351022
Attr45=LOW & working_capital_to_assets=LOW,Attr24=LOW & Attr55=LOW,0.23470948012232415,0.8696883852691217,3.0911750215543785,10.428281830704057,0.7691593125870878,0.10052907268203393
Attr12=LOW & Attr56=LOW & Attr57=LOW,Attr24=LOW,0.21865443425076453,0.8693009118541033,1.782203123362331,10.423635704525807,0.7373145979703356,0.1319863138837677
Attr45=LOW & Attr56=LOW & Attr57=LOW,Attr24=LOW,0.20107033639143732,0.867986798679868,1.7795089853812969,10.407878402519152,0.7238776321017084,0.14410916657815964
Attr25=LOW & Attr58=HIGH,Attr41=LOW,0.21559633027522937,0.8676923076923078,1.6813948717948721,10.404347212420609,0.6590809628008752,0.20861134489143252
Attr25=LOW & Attr58=HIGH,Attr12=LOW & Attr24=LOW,0.21559633027522937,0.8676923076923078,1.966969737368351,10.404347212420609,0.7540481400437637,0.11364416764854401
Attr45=LOW & Attr58=HIGH,Attr12=LOW & Attr41=LOW,0.30045871559633025,0.8675496688741722,2.0336110517695647,10.402636855215992,0.6525563496426607,0.21499331923151144
Attr41=LOW & Attr56=LOW,Attr24=LOW,0.30275229357798167,0.8665207877461707,1.7765034331849394,10.390299720956378,0.7483894058697208,0.11813138187644989
Attr12=LOW,Attr24=LOW,0.441131498470948,0.8663663663663664,1.7761868451523626,10.388448081108633,0.7578713968957871,0.10849496947057935
Attr12=LOW & Attr56=LOW,Attr41=LOW,0.3287461773700306,0.8651911468812877,1.6765481779566287,10.374356229117826,0.7501490757304711,0.11504207115081666
Attr25=LOW & Attr58=HIGH,Attr12=LOW & Attr41=LOW,0.21483180428134557,0.8646153846153847,2.026732837055418,10.367452364149612,0.6350109409190372,0.22960444369634747
Attr24=LOW & Attr45=LOW & Attr56=LOW,Attr41=LOW,0.2652905198776758,0.8631840796019901,1.672658927584301,10.350289835227532,0.7553956834532374,0.10778839614875269
Attr24=LOW & cash_to_current_liabilities=LOW,Attr12=LOW & Attr45=LOW,0.22629969418960244,0.8629737609329445,1.8970918979836833,10.34776794072806,0.7242969110189027,0.13867684991404183
Attr12=LOW & Attr57=LOW & Attr58=HIGH,Attr24=LOW,0.22553516819571864,0.8625730994152047,1.7684100533465326,10.342963678308921,0.7254416961130742,0.13713140330213047
Attr45=LOW & Attr57=LOW & Attr58=HIGH,Attr24=LOW,0.20412844036697247,0.8612903225806451,1.7657801597734857,10.32758212488902,0.7048192771084337,0.15647104547221136
Attr24=LOW & Attr56=LOW,Attr41=LOW,0.30275229357798167,0.859002169197397,1.6645553145336227,10.300145276522917,0.7183098591549296,0.1406923100424674
Attr12=LOW & Attr21=LOW,Attr41=LOW,0.2018348623853211,0.8571428571428572,1.6609523809523812,10.277850589777197,0.6459972235076353,0.21114563363522187
Attr12=LOW & Attr24=LOW & Attr30=HIGH,Attr41=LOW,0.21941896024464833,0.8567164179104478,1.6601260364842456,10.272737231274819,0.6318380743982495,0.22487834351219838
Attr24=LOW & Attr55=LOW,Attr12=LOW & Attr45=LOW,0.2408256880733945,0.8559782608695652,1.8817135549872124,10.263886118867172,0.7359090909090908,0.12006916996047434
Attr12=LOW & Attr45=LOW & Attr56=LOW,Attr41=LOW,0.2897553516819572,0.8555304740406322,1.6578279408076253,10.25851678505602,0.7410025706940874,0.11452790334654483
Attr58=HIGH,Attr12=LOW & Attr56=LOW,0.36085626911314983,0.8550724637681159,2.250371795993351,10.25302486371493,0.7231235128704304,0.13194895089768544
Attr55=LOW & Attr58=HIGH,Attr24=LOW & working_capital_to_assets=LOW,0.20259938837920488,0.8548387096774193,2.9580133128520223,10.250221959159514,0.7542037586547973,0.10063495102262199
Attr30=HIGH & Attr58=HIGH,Attr12=LOW & Attr24=LOW,0.20642201834862386,0.8544303797468354,1.9369063027883202,10.24532574613866,0.7286599904625656,0.12577038928426987
Attr45=LOW,Attr24=LOW,0.4013761467889908,0.8522727272727273,1.7472926759760616,10.219453711426189,0.7293859649122807,0.1228867623604466
Attr41=LOW & Attr56=LOW,Attr12=LOW & Attr24=LOW,0.2974006116207951,0.8512035010940919,1.9295912988406798,10.206632806697048,0.7272727272727272,0.12393077382136475
Attr45=LOW & Attr56=LOW,Attr41=LOW,0.290519877675841,0.8501118568232662,1.6473278647775293,10.193543090532192,0.7211449676823637,0.12896688914090249
Attr12=LOW & Attr25=LOW,Attr41=LOW,0.25840978593272174,0.8492462311557789,1.6456504745951983,10.18316352404223,0.6441402908468776,0.20510594030890128
Attr12=LOW & Attr24=LOW & Attr25=LOW,Attr41=LOW,0.2324159021406728,0.8491620111731844,1.6454872749844818,10.182153656911487,0.6673277144273674,0.18183429674581697
Attr12=LOW & Attr24=LOW & cash_to_current_liabilities=LOW,Attr41=LOW,0.20489296636085627,0.8481012658227848,1.6434317862165964,10.16943444431541,0.6344086021505375,0.21369266367224726
Attr45=LOW & Attr56=LOW,Attr12=LOW & Attr41=LOW,0.2897553516819572,0.8478747203579419,1.9874912799788316,10.166717977136056,0.7097568482610033,0.1381178720969386
Attr55=LOW & Attr56=LOW,Attr12=LOW & Attr24=LOW,0.20718654434250763,0.8468749999999999,1.9197790294627382,10.154730504587155,0.7024442082890541,0.14443079171094586
Attr24=LOW & working_capital_to_assets=LOW,Attr12=LOW & Attr45=LOW,0.24464831804281345,0.8465608465608466,1.8610110710951049,10.150963545458959,0.7289393278044523,0.11762151875639437
Attr56=LOW,Attr12=LOW,0.37996941896024466,0.8452380952380952,1.6600171600171603,10.135102664919179,0.7310374891020053,0.11420060613608995
Attr55=LOW & Attr58=HIGH,Attr24=LOW & Attr56=LOW,0.20030581039755352,0.8451612903225807,2.397984745644112,10.134181710565256,0.6958456973293768,0.14931559299320385
Attr30=HIGH & Attr58=HIGH,Attr41=LOW,0.20412844036697247,0.8449367088607594,1.6372995780590718,10.131488793403786,0.6261325703385789,0.2188041385221805
Attr58=HIGH & working_capital_to_assets=LOW,Attr41=LOW,0.20412844036697247,0.8449367088607594,1.6372995780590718,10.131488793403786,0.6049856184084371,0.23995109045232232
Attr30=HIGH & Attr58=HIGH,Attr12=LOW & Attr41=LOW,0.20412844036697247,0.8449367088607594,1.980604328297264,10.131488793403786,0.6061039580352885,0.23883275082547095
Attr58=HIGH & working_capital_to_assets=LOW,Attr24=LOW & Attr56=LOW,0.20412844036697247,0.8449367088607594,2.397347538372827,10.131488793403786,0.7013422818791946,0.14359442698156488
Attr12=LOW & Attr24=LOW,Attr41=LOW,0.37232415902140675,0.8440207972270365,1.6355247448488353,10.120506256658135,0.6451141018139263,0.19890669541311023
Attr24=LOW & Attr56=LOW,Attr12=LOW & Attr41=LOW,0.2974006116207951,0.8438177874186551,1.9779814801856646,10.118072001432864,0.6980419099965647,0.14577587742209042
Attr12=LOW & Attr25=LOW & Attr45=LOW,Attr41=LOW,0.22247706422018348,0.8434782608695653,1.6344734299516912,10.114000797766256,0.6285046728971962,0.2149735879723691
Attr12=LOW & retained_earnings_to_assets=LOW,Attr41=LOW,0.26758409785932724,0.8433734939759037,1.6342704149933067,10.112744556206477,0.6449498843484965,0.19842360962740713
Attr45=LOW & Attr58=HIGH,Attr24=LOW & Attr56=LOW,0.29204892966360857,0.8432671081677705,2.3926103633046503,10.111468902525468,0.6858163826278174,0.1574507255399531
Attr56=LOW & Attr58=HIGH,Attr24=LOW,0.327217125382263,0.8425196850393701,1.7272974107076742,10.102506682077586,0.7070886075949367,0.1354310774444334
Attr12=LOW & Attr30=HIGH & Attr45=LOW,Attr41=LOW,0.21941896024464833,0.841642228739003,1.6309156076898015,10.09198525653098,0.5774916547448736,0.26415057399412933
Attr12=LOW & Attr45=LOW & retained_earnings_to_assets=LOW,Attr41=LOW,0.23853211009174313,0.8409703504043128,1.6296136567834685,10.083928880536117,0.6308333333333334,0.21013701707097943
Attr45=LOW,Attr12=LOW & Attr24=LOW,0.39602446483180426,0.8409090909090908,1.9062549235859458,10.083194328607172,0.6964912280701754,0.14441786283891545
Attr12=LOW & Attr30=HIGH,Attr41=LOW,0.2415902140672783,0.8404255319148937,1.6285579196217497,10.077396056997854,0.5906040268456376,0.24982150506925604
Attr12=LOW & Attr24=LOW & Attr45=LOW,Attr41=LOW,0.33256880733944955,0.8397683397683399,1.6272844272844276,10.069515780524956,0.6322418136020151,0.20752652616632472
Attr12=LOW & Attr24=LOW & working_capital_to_assets=LOW,Attr41=LOW,0.22324159021406728,0.8390804597701149,1.6259514687100896,10.061267531371929,0.6460078168620882,0.19307264290802673
Attr58=HIGH & working_capital_to_assets=LOW,Attr12=LOW & Attr41=LOW,0.20259938837920488,0.8386075949367088,1.9657683408193818,10.055597491580535,0.5891658676893575,0.24944172724735125
Attr58=HIGH & working_capital_to_assets=LOW,Attr24=LOW & Attr55=LOW,0.20259938837920488,0.8386075949367088,2.980703082003302,10.055597491580535,0.7310642377756471,0.10754335716106167
Attr56=LOW & Attr58=HIGH,Attr12=LOW & Attr24=LOW,0.3256880733944954,0.8385826771653543,1.9009811815117563,10.055298706927688,0.6617721518987343,0.17681052526662
Attr12=LOW & Attr58=HIGH,Attr24=LOW & Attr56=LOW,0.3256880733944954,0.8385826771653543,2.379319179462654,10.055298706927688,0.7042025862068966,0.1343800909584577
Attr12=LOW & Attr45=LOW & cash_to_current_liabilities=LOW,Attr41=LOW,0.21024464831804282,0.8384146341463415,1.6246612466124664,10.05328373237861,0.5836842105263158,0.25473042362002574
Attr12=LOW & cash_to_current_liabilities=LOW,Attr41=LOW,0.22553516819571864,0.8380681818181819,1.6239898989898993,10.04912948290242,0.593455627169063,0.2446125546491189
Attr12=LOW & Attr24=LOW & retained_earnings_to_assets=LOW,Attr41=LOW,0.2492354740061162,0.8380462724935732,1.6239474435875465,10.048866772010093,0.6527952921395545,0.18525098035401877
Attr12=LOW,Attr41=LOW,0.42660550458715596,0.8378378378378379,1.623543543543544,10.046367468385819,0.6093126385809313,0.22852519925690662
Attr56=LOW & Attr58=HIGH,Attr41=LOW,0.32492354740061163,0.8366141732283465,1.6211723534558182,10.031694719352743,0.6655696202531646,0.17104455297518195
Attr12=LOW & Attr45=LOW & Attr57=LOW,Attr24=LOW,0.27370030581039756,0.8364485981308412,1.7148507309641696,10.02970933722027,0.7115501519756839,0.12489844615515722
Attr12=LOW & Attr57=LOW & Attr58=HIGH,Attr41=LOW,0.21865443425076453,0.8362573099415205,1.6204808317089021,10.027415633885939,0.6724381625441697,0.16381914739735082
Attr56=LOW & Attr57=LOW & Attr58=HIGH,Attr24=LOW,0.20948012232415902,0.8353658536585367,1.7126309350867805,10.01672633698814,0.7096658282429033,0.1257000254156334
Attr56=LOW & retained_earnings_to_assets=LOW,Attr41=LOW,0.23547400611620795,0.8346883468834689,1.6174405299608554,10.008602471345815,0.6953781512605042,0.13931019562296476
Attr56=LOW & working_capital_to_assets=LOW,Attr12=LOW & Attr24=LOW,0.2117737003058104,0.8343373493975903,1.8913574575598755,10.004393721675694,0.70766855378281,0.12666879561478028
Attr24=LOW & Attr25=LOW & Attr45=LOW,Attr41=LOW,0.2018348623853211,0.832807570977918,1.613796004206099,9.986050415304026,0.6312532233109851,0.20155434766693292
Attr12=LOW & Attr45=LOW,Attr41=LOW,0.37844036697247707,0.8319327731092437,1.6121008403361348,9.975560866548454,0.593846887669926,0.23808588543931775
Attr24=LOW & Attr58=HIGH,Attr41=LOW & Attr56=LOW,0.2889908256880734,0.8307692307692308,2.377781518262919,9.961609033168667,0.6655927835051547,0.1651764472640761
Attr24=LOW & Attr45=LOW,Attr41=LOW,0.3333333333333333,0.8304761904761905,1.609278306878307,9.958095238095238,0.6109440769693325,0.21953211350685797
Attr12=LOW & Attr57=LOW,Attr24=LOW,0.2989296636085627,0.8301486199575372,1.7019347882515026,9.954167397105515,0.7120045623039636,0.11814405765357361
Attr12=LOW & working_capital_to_assets=LOW,Attr41=LOW,0.2415902140672783,0.8293963254593176,1.6071857684456112,9.945146764911268,0.6038443506797937,0.22555197477952393
Attr24=LOW & Attr45=LOW,Attr12=LOW & Attr41=LOW,0.33256880733944955,0.8285714285714286,1.9422427035330263,9.935255570117956,0.6037282020444978,0.22484322652693078
Attr30=HIGH & Attr45=LOW,Attr41=LOW,0.21941896024464833,0.8270893371757926,1.6027153378162027,9.917484070539091,0.5435647943387881,0.28352454283700446
Attr30=HIGH & Attr45=LOW,Attr12=LOW & Attr41=LOW,0.21941896024464833,0.8270893371757926,1.9387685538099224,9.917484070539091,0.5356037151702786,0.291485622005514
Attr12=LOW & Attr56=LOW & Attr57=LOW,Attr41=LOW,0.20795107033639143,0.8267477203647415,1.6020533603512326,9.913387802905662,0.7166276346604215,0.11012008570432008
Attr58=HIGH & retained_earnings_to_assets=LOW,Attr41=LOW & Attr56=LOW,0.22247706422018348,0.8267045454545455,2.3661478018699027,9.912870100083405,0.6597938144329897,0.16691073102155585
Attr41=LOW,Attr12=LOW,0.42660550458715596,0.8266666666666668,1.623543543543544,9.912415902140674,0.6105309931126417,0.21613567355402508
Attr24=LOW & Attr45=LOW & working_capital_to_assets=LOW,Attr41=LOW,0.20412844036697247,0.826625386996904,1.6018163054695564,9.911920924816087,0.6125,0.21412538699690398
Attr12=LOW & Attr24=LOW & Attr55=LOW,Attr41=LOW,0.21483180428134557,0.8264705882352942,1.6015163398692813,9.910064759848895,0.6282875511396844,0.1981830370956098
Attr45=LOW & cash_to_current_liabilities=LOW,Attr41=LOW,0.21024464831804282,0.825825825825826,1.6002669336002673,9.90233352618674,0.5482775351770984,0.27754829064872755
Attr45=LOW & cash_to_current_liabilities=LOW,Attr12=LOW & Attr41=LOW,0.21024464831804282,0.825825825825826,1.9358067745164522,9.90233352618674,0.5380883066472586,0.2877375191785674
Attr12=LOW & Attr55=LOW & working_capital_to_assets=LOW,Attr41=LOW,0.22706422018348624,0.825,1.5986666666666667,9.89243119266055,0.5895108421583459,0.23548915784165403
Attr41=LOW & Attr57=LOW,Attr24=LOW,0.2484709480122324,0.8248730964467005,1.6911191381697246,9.890909514273739,0.7199816681943171,0.1048914282523834
Attr24=LOW & Attr45=LOW & retained_earnings_to_assets=LOW,Attr41=LOW,0.22324159021406728,0.824858757062147,1.598392969240427,9.890737573213084,0.616213885295386,0.20864487176676094
Attr12=LOW & Attr45=LOW & working_capital_to_assets=LOW,Attr41=LOW,0.21941896024464833,0.8247126436781609,1.598109833971903,9.888985553095011,0.5921843687374749,0.23252827494068595
Attr58=HIGH,Attr24=LOW,0.34785932721712537,0.8242753623188405,1.6898936895188768,9.883742188538758,0.6714254812892061,0.15284988102963437
Attr58=HIGH,Attr41=LOW,0.34785932721712537,0.8242753623188405,1.5972624798711754,9.883742188538758,0.5929050400173048,0.23137032230153565
Attr58=HIGH & retained_earnings_to_assets=LOW,Attr24=LOW & Attr41=LOW,0.2217125382262997,0.8238636363636364,2.163882803943045,9.87880525437865,0.6268041237113402,0.19705951265229615
Attr25=LOW & Attr56=LOW,Attr12=LOW & Attr24=LOW,0.21406727828746178,0.823529411764706,1.8668569680905294,9.874797625472208,0.7209193245778611,0.10261008718684483
Attr45=LOW & Attr56=LOW,Attr41=LOW & Attr58=HIGH,0.28134556574923547,0.8232662192393736,2.3666642082749467,9.871641729778544,0.7196060326254231,0.10366018661395049
