,group,is_risky,default,from_grade,to_grade,transition,year_horizon,l1_count,l2_count,total_warnings,any_warning
50,safe_upgrade,0,0,B,BB,B→BB,1,1,0,1,1
51,safe_upgrade,0,0,CCC,B,CCC→B,1,25,15,40,1
52,safe_upgrade,0,0,BBB,A,BBB→A,1,24,6,30,1
53,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
54,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
55,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
56,safe_upgrade,0,0,B,BB,B→BB,1,8,1,9,1
58,safe_upgrade,0,0,CCC,B,CCC→B,1,38,28,66,1
59,safe_upgrade,0,0,A,AA,A→AA,1,0,0,0,0
60,safe_upgrade,0,0,B,BB,B→BB,1,33,29,62,1
61,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,1,5,1
62,safe_upgrade,0,0,B,BB,B→BB,1,31,24,55,1
63,safe_upgrade,0,0,CCC,B,CCC→B,1,41,45,86,1
65,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
66,safe_upgrade,0,0,CCC,B,CCC→B,1,36,31,67,1
67,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
68,safe_upgrade,0,0,B,BB,B→BB,1,40,41,81,1
69,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
70,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
71,safe_upgrade,0,0,BBB,A,BBB→A,1,11,7,18,1
72,safe_upgrade,0,0,B,BB,B→BB,1,25,1,26,1
74,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
75,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
76,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,0,5,1
77,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
79,safe_upgrade,0,0,BBB,A,BBB→A,1,5,0,5,1
81,safe_upgrade,0,0,CCC,B,CCC→B,1,9,6,15,1
82,safe_upgrade,0,0,B,BB,B→BB,1,7,2,9,1
83,safe_upgrade,0,0,CCC,B,CCC→B,1,19,28,47,1
84,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
85,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
87,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
88,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
89,safe_upgrade,0,0,B,BB,B→BB,1,14,1,15,1
90,safe_upgrade,0,0,BB,BBB,BB→BBB,1,12,0,12,1
91,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
92,safe_upgrade,0,0,CCC,B,CCC→B,1,30,12,42,1
93,safe_upgrade,0,0,CCC,B,CCC→B,1,28,30,58,1
94,safe_upgrade,0,0,A,AA,A→AA,1,3,0,3,1
95,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
96,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
98,safe_upgrade,0,0,CCC,B,CCC→B,1,38,33,71,1
99,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
100,safe_upgrade,0,0,B,BB,B→BB,1,33,22,55,1
101,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
102,safe_upgrade,0,0,CCC,B,CCC→B,1,13,8,21,1
103,safe_upgrade,0,0,BB,BBB,BB→BBB,1,16,14,30,1
104,safe_upgrade,0,0,B,BB,B→BB,1,13,8,21,1
105,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
106,safe_upgrade,0,0,BBB,A,BBB→A,1,4,0,4,1
107,safe_upgrade,0,0,CCC,B,CCC→B,1,18,21,39,1
108,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
109,safe_upgrade,0,0,A,AA,A→AA,1,6,1,7,1
110,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
111,safe_upgrade,0,0,CCC,B,CCC→B,1,4,0,4,1
112,safe_upgrade,0,0,CCC,B,CCC→B,1,19,16,35,1
114,safe_upgrade,0,0,B,BB,B→BB,1,17,27,44,1
115,safe_upgrade,0,0,A,AA,A→AA,1,3,0,3,1
116,safe_upgrade,0,0,A,AA,A→AA,1,4,0,4,1
117,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
118,safe_upgrade,0,0,BB,BBB,BB→BBB,1,9,0,9,1
119,safe_upgrade,0,0,BB,BBB,BB→BBB,1,7,3,10,1
120,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
121,safe_upgrade,0,0,B,BB,B→BB,1,4,0,4,1
122,safe_upgrade,0,0,B,BB,B→BB,1,19,10,29,1
124,safe_upgrade,0,0,A,AA,A→AA,1,7,0,7,1
125,safe_upgrade,0,0,B,BB,B→BB,1,34,33,67,1
126,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
127,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
129,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
130,safe_upgrade,0,0,BB,BBB,BB→BBB,1,8,4,12,1
131,safe_upgrade,0,0,BB,BBB,BB→BBB,1,10,6,16,1
132,safe_upgrade,0,0,B,BB,B→BB,1,12,0,12,1
133,safe_upgrade,0,0,CCC,B,CCC→B,1,26,24,50,1
134,safe_upgrade,0,0,CCC,B,CCC→B,1,41,41,82,1
136,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
137,safe_upgrade,0,0,CCC,B,CCC→B,1,10,9,19,1
138,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
139,safe_upgrade,0,0,B,BB,B→BB,1,16,13,29,1
140,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
147,safe_upgrade,0,0,BB,BBB,BB→BBB,1,14,3,17,1
148,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
149,safe_upgrade,0,0,CCC,B,CCC→B,1,5,0,5,1
150,safe_upgrade,0,0,BB,BBB,BB→BBB,1,8,3,11,1
152,safe_upgrade,0,0,CCC,B,CCC→B,1,4,0,4,1
153,safe_upgrade,0,0,B,BB,B→BB,1,8,1,9,1
154,safe_upgrade,0,0,B,BB,B→BB,1,28,7,35,1
155,safe_upgrade,0,0,CCC,B,CCC→B,1,16,14,30,1
156,safe_upgrade,0,0,BBB,A,BBB→A,1,13,5,18,1
157,safe_upgrade,0,0,A,AA,A→AA,1,5,4,9,1
158,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,2,7,1
159,safe_upgrade,0,0,CCC,B,CCC→B,1,9,4,13,1
160,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
162,safe_upgrade,0,0,CCC,B,CCC→B,1,27,28,55,1
163,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
165,safe_upgrade,0,0,BB,BBB,BB→BBB,1,10,3,13,1
166,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
167,safe_upgrade,0,0,B,BB,B→BB,1,7,2,9,1
168,safe_upgrade,0,0,BBB,A,BBB→A,1,4,0,4,1
169,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
171,safe_upgrade,0,0,B,BB,B→BB,1,9,4,13,1
172,safe_upgrade,0,0,BBB,A,BBB→A,1,4,0,4,1
173,safe_upgrade,0,0,CCC,B,CCC→B,1,15,12,27,1
174,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
177,safe_upgrade,0,0,BB,BBB,BB→BBB,1,11,2,13,1
178,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
180,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
181,safe_upgrade,0,0,BB,BBB,BB→BBB,1,21,13,34,1
182,safe_upgrade,0,0,CCC,B,CCC→B,1,30,16,46,1
183,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
184,safe_upgrade,0,0,B,BB,B→BB,1,17,23,40,1
185,safe_upgrade,0,0,BB,BBB,BB→BBB,1,12,12,24,1
186,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
187,safe_upgrade,0,0,CCC,B,CCC→B,1,15,8,23,1
188,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
189,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
190,safe_upgrade,0,0,A,AA,A→AA,1,0,0,0,0
191,safe_upgrade,0,0,A,AA,A→AA,1,4,0,4,1
192,safe_upgrade,0,0,B,BB,B→BB,1,1,0,1,1
194,safe_upgrade,0,0,CCC,B,CCC→B,1,16,5,21,1
195,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
197,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
198,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
199,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
200,safe_upgrade,0,0,CCC,B,CCC→B,1,20,31,51,1
201,safe_upgrade,0,0,BBB,A,BBB→A,1,5,1,6,1
203,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
205,safe_upgrade,0,0,BB,BBB,BB→BBB,1,22,3,25,1
207,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
208,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
210,safe_upgrade,0,0,B,BB,B→BB,1,9,0,9,1
211,safe_upgrade,0,0,CCC,B,CCC→B,1,37,28,65,1
212,safe_upgrade,0,0,B,BB,B→BB,1,12,8,20,1
214,safe_upgrade,0,0,B,BB,B→BB,1,8,2,10,1
216,safe_upgrade,0,0,CCC,B,CCC→B,1,16,10,26,1
217,safe_upgrade,0,0,BBB,A,BBB→A,1,10,2,12,1
218,safe_upgrade,0,0,BB,BBB,BB→BBB,1,10,3,13,1
219,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
220,safe_upgrade,0,0,B,BB,B→BB,1,1,0,1,1
221,safe_upgrade,0,0,B,BB,B→BB,1,15,16,31,1
223,safe_upgrade,0,0,B,BB,B→BB,1,12,8,20,1
224,safe_upgrade,0,0,B,BB,B→BB,1,13,11,24,1
225,safe_upgrade,0,0,CCC,B,CCC→B,1,35,27,62,1
226,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
227,safe_upgrade,0,0,BB,BBB,BB→BBB,1,6,2,8,1
228,safe_upgrade,0,0,BB,BBB,BB→BBB,1,10,6,16,1
230,safe_upgrade,0,0,B,BB,B→BB,1,17,26,43,1
232,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
233,safe_upgrade,0,0,B,BB,B→BB,1,9,2,11,1
234,safe_upgrade,0,0,B,BB,B→BB,1,7,2,9,1
235,safe_upgrade,0,0,B,BB,B→BB,1,9,5,14,1
236,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
237,safe_upgrade,0,0,CCC,B,CCC→B,1,36,25,61,1
238,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
239,safe_upgrade,0,0,A,AA,A→AA,1,3,0,3,1
240,safe_upgrade,0,0,B,BB,B→BB,1,9,4,13,1
241,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
242,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
243,safe_upgrade,0,0,CCC,B,CCC→B,1,18,26,44,1
245,safe_upgrade,0,0,B,BB,B→BB,1,5,0,5,1
247,safe_upgrade,0,0,CCC,B,CCC→B,1,14,8,22,1
248,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
249,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
250,safe_upgrade,0,0,BB,BBB,BB→BBB,1,14,11,25,1
251,safe_upgrade,0,0,CCC,B,CCC→B,1,14,13,27,1
253,safe_upgrade,0,0,BB,BBB,BB→BBB,1,7,0,7,1
254,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
255,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
256,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
257,safe_upgrade,0,0,BBB,A,BBB→A,1,4,0,4,1
258,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
259,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
261,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,0,5,1
262,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
264,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,0,5,1
267,safe_upgrade,0,0,B,BB,B→BB,1,10,0,10,1
269,safe_upgrade,0,0,BBB,A,BBB→A,1,5,0,5,1
270,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
274,safe_upgrade,0,0,A,AA,A→AA,1,5,0,5,1
275,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
276,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
277,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
279,safe_upgrade,0,0,A,AA,A→AA,1,10,0,10,1
280,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
281,safe_upgrade,0,0,BB,BBB,BB→BBB,1,8,0,8,1
282,safe_upgrade,0,0,BB,BBB,BB→BBB,1,23,1,24,1
283,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
284,safe_upgrade,0,0,B,BB,B→BB,1,15,11,26,1
285,safe_upgrade,0,0,B,BB,B→BB,1,30,19,49,1
286,safe_upgrade,0,0,B,BB,B→BB,1,6,1,7,1
287,safe_upgrade,0,0,CCC,B,CCC→B,1,33,13,46,1
289,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
290,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
291,safe_upgrade,0,0,CCC,B,CCC→B,1,19,16,35,1
292,safe_upgrade,0,0,BBB,A,BBB→A,1,9,2,11,1
293,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
294,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
295,safe_upgrade,0,0,BB,BBB,BB→BBB,1,23,6,29,1
296,safe_upgrade,0,0,B,BB,B→BB,1,20,29,49,1
297,safe_upgrade,0,0,BB,BBB,BB→BBB,1,25,1,26,1
298,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
299,safe_upgrade,0,0,BB,BBB,BB→BBB,1,19,10,29,1
300,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
301,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,0,5,1
302,safe_upgrade,0,0,BBB,A,BBB→A,1,4,2,6,1
303,safe_upgrade,0,0,B,BB,B→BB,1,15,3,18,1
304,safe_upgrade,0,0,B,BB,B→BB,1,8,0,8,1
305,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,1,6,1
306,safe_upgrade,0,0,CCC,B,CCC→B,1,41,39,80,1
307,safe_upgrade,0,0,B,BB,B→BB,1,21,8,29,1
309,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
311,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
312,safe_upgrade,0,0,BB,BBB,BB→BBB,1,7,4,11,1
313,safe_upgrade,0,0,B,BB,B→BB,1,24,6,30,1
314,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
315,safe_upgrade,0,0,BBB,A,BBB→A,1,5,1,6,1
316,safe_upgrade,0,0,CCC,B,CCC→B,1,6,3,9,1
317,safe_upgrade,0,0,CCC,B,CCC→B,1,7,2,9,1
318,safe_upgrade,0,0,B,BB,B→BB,1,23,30,53,1
319,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
320,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,2,7,1
321,safe_upgrade,0,0,CCC,B,CCC→B,1,35,24,59,1
322,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,0,5,1
323,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
324,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
325,safe_upgrade,0,0,BBB,A,BBB→A,1,14,18,32,1
326,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
327,safe_upgrade,0,0,BB,BBB,BB→BBB,1,8,0,8,1
328,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
329,safe_upgrade,0,0,A,AA,A→AA,1,3,0,3,1
330,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
331,safe_upgrade,0,0,CCC,B,CCC→B,1,33,41,74,1
332,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
333,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
334,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
335,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
336,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
337,safe_upgrade,0,0,BBB,A,BBB→A,1,5,2,7,1
338,safe_upgrade,0,0,B,BB,B→BB,1,4,0,4,1
339,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
340,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
341,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
342,safe_upgrade,0,0,CCC,B,CCC→B,1,22,25,47,1
344,safe_upgrade,0,0,B,BB,B→BB,1,11,5,16,1
345,safe_upgrade,0,0,B,BB,B→BB,1,6,2,8,1
346,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
347,safe_upgrade,0,0,BBB,A,BBB→A,1,14,13,27,1
348,safe_upgrade,0,0,BBB,A,BBB→A,1,9,3,12,1
349,safe_upgrade,0,0,BBB,A,BBB→A,1,8,0,8,1
350,safe_upgrade,0,0,B,BB,B→BB,1,14,3,17,1
351,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
352,safe_upgrade,0,0,B,BB,B→BB,1,27,8,35,1
353,safe_upgrade,0,0,CCC,B,CCC→B,1,18,27,45,1
354,safe_upgrade,0,0,BB,BBB,BB→BBB,1,8,0,8,1
356,safe_upgrade,0,0,B,BB,B→BB,1,17,16,33,1
357,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
358,safe_upgrade,0,0,B,BB,B→BB,1,16,11,27,1
360,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
361,safe_upgrade,0,0,BBB,A,BBB→A,1,4,0,4,1
365,safe_upgrade,0,0,BB,BBB,BB→BBB,1,6,1,7,1
366,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
367,safe_upgrade,0,0,BB,BBB,BB→BBB,1,10,8,18,1
368,safe_upgrade,0,0,BBB,A,BBB→A,1,20,19,39,1
369,safe_upgrade,0,0,BB,BBB,BB→BBB,1,34,18,52,1
370,safe_upgrade,0,0,CCC,B,CCC→B,1,4,0,4,1
371,safe_upgrade,0,0,CCC,B,CCC→B,1,20,25,45,1
372,safe_upgrade,0,0,CCC,B,CCC→B,1,39,49,88,1
373,safe_upgrade,0,0,B,BB,B→BB,1,4,0,4,1
375,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
376,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
378,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
379,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
381,safe_upgrade,0,0,B,BB,B→BB,1,12,5,17,1
382,safe_upgrade,0,0,B,BB,B→BB,1,20,4,24,1
383,safe_upgrade,0,0,B,BB,B→BB,1,5,0,5,1
384,safe_upgrade,0,0,B,BB,B→BB,1,18,18,36,1
385,safe_upgrade,0,0,CCC,B,CCC→B,1,18,27,45,1
386,safe_upgrade,0,0,BBB,A,BBB→A,1,12,0,12,1
387,safe_upgrade,0,0,CCC,B,CCC→B,1,8,1,9,1
388,safe_upgrade,0,0,B,BB,B→BB,1,26,1,27,1
390,safe_upgrade,0,0,BB,BBB,BB→BBB,1,12,4,16,1
391,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
392,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
393,safe_upgrade,0,0,B,BB,B→BB,1,9,2,11,1
394,safe_upgrade,0,0,B,BB,B→BB,1,7,0,7,1
395,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
396,safe_upgrade,0,0,B,BB,B→BB,1,32,18,50,1
397,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
398,safe_upgrade,0,0,B,BB,B→BB,1,12,5,17,1
399,safe_upgrade,0,0,CCC,B,CCC→B,1,39,38,77,1
400,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
401,safe_upgrade,0,0,BBB,A,BBB→A,1,9,4,13,1
402,safe_upgrade,0,0,BBB,A,BBB→A,1,5,1,6,1
403,safe_upgrade,0,0,BB,BBB,BB→BBB,1,28,1,29,1
405,safe_upgrade,0,0,CCC,B,CCC→B,1,16,1,17,1
406,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
407,safe_upgrade,0,0,BB,BBB,BB→BBB,1,6,1,7,1
410,safe_upgrade,0,0,B,BB,B→BB,1,35,20,55,1
412,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
413,safe_upgrade,0,0,CCC,B,CCC→B,1,39,32,71,1
414,safe_upgrade,0,0,CCC,B,CCC→B,1,10,8,18,1
415,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
416,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
417,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
419,safe_upgrade,0,0,CCC,B,CCC→B,1,17,11,28,1
421,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
422,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
423,safe_upgrade,0,0,CCC,B,CCC→B,1,9,3,12,1
424,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
426,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
427,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
428,safe_upgrade,0,0,BB,BBB,BB→BBB,1,6,0,6,1
430,safe_upgrade,0,0,BB,BBB,BB→BBB,1,26,7,33,1
432,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
434,safe_upgrade,0,0,CCC,B,CCC→B,1,27,26,53,1
435,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
436,safe_upgrade,0,0,CCC,B,CCC→B,1,27,4,31,1
437,safe_upgrade,0,0,BB,BBB,BB→BBB,1,10,0,10,1
439,safe_upgrade,0,0,A,AA,A→AA,1,3,0,3,1
440,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
441,safe_upgrade,0,0,BB,BBB,BB→BBB,1,6,0,6,1
442,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
443,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
444,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
445,safe_upgrade,0,0,A,AA,A→AA,1,5,1,6,1
447,safe_upgrade,0,0,BBB,A,BBB→A,1,6,3,9,1
450,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
451,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
452,safe_upgrade,0,0,CCC,B,CCC→B,1,35,25,60,1
453,safe_upgrade,0,0,B,BB,B→BB,1,12,2,14,1
456,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
458,safe_upgrade,0,0,B,BB,B→BB,1,10,5,15,1
459,safe_upgrade,0,0,BB,BBB,BB→BBB,1,6,1,7,1
460,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,0,5,1
461,safe_upgrade,0,0,A,AA,A→AA,1,12,2,14,1
463,safe_upgrade,0,0,BB,BBB,BB→BBB,1,6,2,8,1
464,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
466,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
467,safe_upgrade,0,0,B,BB,B→BB,1,5,0,5,1
469,safe_upgrade,0,0,B,BB,B→BB,1,10,1,11,1
470,safe_upgrade,0,0,BB,BBB,BB→BBB,1,17,11,28,1
471,safe_upgrade,0,0,CCC,B,CCC→B,1,6,1,7,1
472,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
473,safe_upgrade,0,0,BBB,A,BBB→A,1,14,17,31,1
475,safe_upgrade,0,0,BB,BBB,BB→BBB,1,8,3,11,1
476,safe_upgrade,0,0,BBB,A,BBB→A,1,30,1,31,1
477,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
