,group,is_risky,default,from_grade,to_grade,transition,year_horizon,l1_count,l2_count,total_warnings,any_warning
81,safe_upgrade,0,0,B,BB,B→BB,1,33,7,40,1
82,safe_upgrade,0,0,CCC,B,CCC→B,1,34,14,48,1
83,safe_upgrade,0,0,B,BB,B→BB,1,33,12,45,1
84,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,3,7,1
85,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
86,safe_upgrade,0,0,CCC,B,CCC→B,1,11,8,19,1
87,safe_upgrade,0,0,BB,BBB,BB→BBB,1,12,8,20,1
88,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
89,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
90,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
91,safe_upgrade,0,0,CCC,B,CCC→B,1,16,10,26,1
92,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
93,safe_upgrade,0,0,BBB,A,BBB→A,1,6,3,9,1
94,safe_upgrade,0,0,BBB,A,BBB→A,1,6,3,9,1
95,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
96,safe_upgrade,0,0,CCC,B,CCC→B,1,5,0,5,1
98,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
99,safe_upgrade,0,0,B,BB,B→BB,1,6,1,7,1
100,safe_upgrade,0,0,A,AA,A→AA,1,0,0,0,0
101,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
102,safe_upgrade,0,0,B,BB,B→BB,1,11,9,20,1
103,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
105,safe_upgrade,0,0,B,BB,B→BB,1,15,3,18,1
106,safe_upgrade,0,0,B,BB,B→BB,1,13,9,22,1
107,safe_upgrade,0,0,B,BB,B→BB,1,7,0,7,1
108,safe_upgrade,0,0,B,BB,B→BB,1,31,18,49,1
109,safe_upgrade,0,0,CCC,B,CCC→B,1,36,15,51,1
110,safe_upgrade,0,0,BBB,A,BBB→A,1,4,0,4,1
111,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
112,safe_upgrade,0,0,CCC,B,CCC→B,1,4,0,4,1
113,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
114,safe_upgrade,0,0,CCC,B,CCC→B,1,21,4,25,1
115,safe_upgrade,0,0,BB,BBB,BB→BBB,1,19,1,20,1
117,safe_upgrade,0,0,CCC,B,CCC→B,1,15,1,16,1
119,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
120,safe_upgrade,0,0,CCC,B,CCC→B,1,12,5,17,1
121,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
122,safe_upgrade,0,0,CCC,B,CCC→B,1,14,1,15,1
124,safe_upgrade,0,0,B,BB,B→BB,1,4,0,4,1
125,safe_upgrade,0,0,BBB,A,BBB→A,1,7,0,7,1
127,safe_upgrade,0,0,A,AA,A→AA,1,7,6,13,1
128,safe_upgrade,0,0,CCC,B,CCC→B,1,3,0,3,1
129,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,2,7,1
130,safe_upgrade,0,0,B,BB,B→BB,1,7,0,7,1
131,safe_upgrade,0,0,A,AA,A→AA,1,8,7,15,1
133,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
134,safe_upgrade,0,0,CCC,B,CCC→B,1,16,9,25,1
135,safe_upgrade,0,0,CCC,B,CCC→B,1,12,5,17,1
136,safe_upgrade,0,0,BB,BBB,BB→BBB,1,8,7,15,1
137,safe_upgrade,0,0,A,AA,A→AA,1,7,1,8,1
138,safe_upgrade,0,0,BB,BBB,BB→BBB,1,9,0,9,1
139,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,0,5,1
140,safe_upgrade,0,0,B,BB,B→BB,1,9,0,9,1
141,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
142,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
143,safe_upgrade,0,0,CCC,B,CCC→B,1,24,14,38,1
144,safe_upgrade,0,0,CCC,B,CCC→B,1,13,9,22,1
145,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
146,safe_upgrade,0,0,B,BB,B→BB,1,7,0,7,1
147,safe_upgrade,0,0,BBB,A,BBB→A,1,4,0,4,1
148,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
150,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
151,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
152,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
153,safe_upgrade,0,0,CCC,B,CCC→B,1,14,3,17,1
154,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
155,safe_upgrade,0,0,CCC,B,CCC→B,1,2,0,2,1
157,safe_upgrade,0,0,A,AA,A→AA,1,18,5,23,1
158,safe_upgrade,0,0,B,BB,B→BB,1,31,16,47,1
159,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
160,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
161,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
162,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
163,safe_upgrade,0,0,CCC,B,CCC→B,1,28,6,34,1
164,safe_upgrade,0,0,BB,BBB,BB→BBB,1,14,11,25,1
165,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
166,safe_upgrade,0,0,BBB,A,BBB→A,1,10,8,18,1
168,safe_upgrade,0,0,CCC,B,CCC→B,1,10,7,17,1
171,safe_upgrade,0,0,A,AA,A→AA,1,3,0,3,1
172,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,0,5,1
173,safe_upgrade,0,0,B,BB,B→BB,1,14,0,14,1
175,safe_upgrade,0,0,BBB,A,BBB→A,1,10,1,11,1
176,safe_upgrade,0,0,A,AA,A→AA,1,15,1,16,1
177,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
178,safe_upgrade,0,0,CCC,B,CCC→B,1,17,11,28,1
179,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
180,safe_upgrade,0,0,B,BB,B→BB,1,13,4,17,1
181,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
182,safe_upgrade,0,0,BB,BBB,BB→BBB,1,19,1,20,1
183,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
185,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
186,safe_upgrade,0,0,B,BB,B→BB,1,4,0,4,1
187,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
188,safe_upgrade,0,0,CCC,B,CCC→B,1,37,17,54,1
191,safe_upgrade,0,0,CCC,B,CCC→B,1,30,5,35,1
192,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
194,safe_upgrade,0,0,BB,BBB,BB→BBB,1,25,1,26,1
195,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
196,safe_upgrade,0,0,B,BB,B→BB,1,10,8,18,1
199,safe_upgrade,0,0,B,BB,B→BB,1,1,0,1,1
200,safe_upgrade,0,0,CCC,B,CCC→B,1,2,0,2,1
201,safe_upgrade,0,0,CCC,B,CCC→B,1,16,12,28,1
202,safe_upgrade,0,0,B,BB,B→BB,1,12,9,21,1
203,safe_upgrade,0,0,CCC,B,CCC→B,1,32,6,38,1
205,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,1,5,1
206,safe_upgrade,0,0,BB,BBB,BB→BBB,1,28,8,36,1
207,safe_upgrade,0,0,B,BB,B→BB,1,15,12,27,1
208,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
209,safe_upgrade,0,0,B,BB,B→BB,1,6,1,7,1
210,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
212,safe_upgrade,0,0,B,BB,B→BB,1,5,0,5,1
213,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
214,safe_upgrade,0,0,CCC,B,CCC→B,1,34,13,47,1
215,safe_upgrade,0,0,BBB,A,BBB→A,1,8,0,8,1
216,safe_upgrade,0,0,BB,BBB,BB→BBB,1,19,1,20,1
218,safe_upgrade,0,0,A,AA,A→AA,1,0,0,0,0
219,safe_upgrade,0,0,B,BB,B→BB,1,5,0,5,1
220,safe_upgrade,0,0,CCC,B,CCC→B,1,9,0,9,1
221,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
222,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
223,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
224,safe_upgrade,0,0,CCC,B,CCC→B,1,16,12,28,1
225,safe_upgrade,0,0,B,BB,B→BB,1,18,11,29,1
227,safe_upgrade,0,0,CCC,B,CCC→B,1,11,0,11,1
228,safe_upgrade,0,0,CCC,B,CCC→B,1,11,2,13,1
229,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
231,safe_upgrade,0,0,B,BB,B→BB,1,8,0,8,1
232,safe_upgrade,0,0,BB,BBB,BB→BBB,1,12,9,21,1
233,safe_upgrade,0,0,CCC,B,CCC→B,1,13,9,22,1
234,safe_upgrade,0,0,B,BB,B→BB,1,1,0,1,1
235,safe_upgrade,0,0,A,AA,A→AA,1,0,0,0,0
237,safe_upgrade,0,0,B,BB,B→BB,1,4,1,5,1
239,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
240,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
241,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
243,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
244,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
245,safe_upgrade,0,0,BB,BBB,BB→BBB,1,7,0,7,1
246,safe_upgrade,0,0,B,BB,B→BB,1,12,2,14,1
247,safe_upgrade,0,0,B,BB,B→BB,1,5,0,5,1
248,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
249,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
250,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
251,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
252,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
253,safe_upgrade,0,0,BB,BBB,BB→BBB,1,10,7,17,1
254,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
255,safe_upgrade,0,0,A,AA,A→AA,1,5,0,5,1
256,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
257,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
258,safe_upgrade,0,0,A,AA,A→AA,1,0,0,0,0
259,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
262,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
263,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
266,safe_upgrade,0,0,BB,BBB,BB→BBB,1,7,0,7,1
267,safe_upgrade,0,0,A,AA,A→AA,1,2,1,3,1
268,safe_upgrade,0,0,A,AA,A→AA,1,4,0,4,1
269,safe_upgrade,0,0,B,BB,B→BB,1,27,12,39,1
270,safe_upgrade,0,0,B,BB,B→BB,1,5,0,5,1
271,safe_upgrade,0,0,CCC,B,CCC→B,1,33,3,36,1
272,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
273,safe_upgrade,0,0,CCC,B,CCC→B,1,36,16,52,1
274,safe_upgrade,0,0,A,AA,A→AA,1,18,1,19,1
275,safe_upgrade,0,0,CCC,B,CCC→B,1,14,5,19,1
277,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
278,safe_upgrade,0,0,A,AA,A→AA,1,0,0,0,0
279,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
280,safe_upgrade,0,0,BBB,A,BBB→A,1,6,0,6,1
281,safe_upgrade,0,0,B,BB,B→BB,1,19,12,31,1
282,safe_upgrade,0,0,BB,BBB,BB→BBB,1,25,1,26,1
283,safe_upgrade,0,0,B,BB,B→BB,1,3,0,3,1
285,safe_upgrade,0,0,BB,BBB,BB→BBB,1,14,8,22,1
286,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
287,safe_upgrade,0,0,BBB,A,BBB→A,1,27,5,32,1
289,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
291,safe_upgrade,0,0,A,AA,A→AA,1,3,0,3,1
293,safe_upgrade,0,0,BBB,A,BBB→A,1,8,0,8,1
294,safe_upgrade,0,0,CCC,B,CCC→B,1,37,8,45,1
296,safe_upgrade,0,0,B,BB,B→BB,1,18,3,21,1
297,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
298,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
299,safe_upgrade,0,0,CCC,B,CCC→B,1,2,0,2,1
300,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
301,safe_upgrade,0,0,B,BB,B→BB,1,21,1,22,1
303,safe_upgrade,0,0,CCC,B,CCC→B,1,3,0,3,1
304,safe_upgrade,0,0,BB,BBB,BB→BBB,1,21,13,34,1
305,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
306,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,1,6,1
307,safe_upgrade,0,0,CCC,B,CCC→B,1,32,6,38,1
308,safe_upgrade,0,0,CCC,B,CCC→B,1,33,5,38,1
309,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
310,safe_upgrade,0,0,CCC,B,CCC→B,1,5,0,5,1
311,safe_upgrade,0,0,CCC,B,CCC→B,1,7,0,7,1
312,safe_upgrade,0,0,BBB,A,BBB→A,1,10,9,19,1
314,safe_upgrade,0,0,BB,BBB,BB→BBB,1,5,0,5,1
315,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
316,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
317,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
319,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
320,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
321,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
323,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
324,safe_upgrade,0,0,BBB,A,BBB→A,1,8,0,8,1
325,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
327,safe_upgrade,0,0,CCC,B,CCC→B,1,8,0,8,1
328,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
329,safe_upgrade,0,0,B,BB,B→BB,1,24,6,30,1
330,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
334,safe_upgrade,0,0,A,AA,A→AA,1,5,0,5,1
335,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
336,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
337,safe_upgrade,0,0,B,BB,B→BB,1,9,2,11,1
338,safe_upgrade,0,0,B,BB,B→BB,1,26,2,28,1
339,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
341,safe_upgrade,0,0,BBB,A,BBB→A,1,5,0,5,1
342,safe_upgrade,0,0,CCC,B,CCC→B,1,13,9,22,1
343,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
344,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
345,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
346,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
347,safe_upgrade,0,0,B,BB,B→BB,1,0,0,0,0
349,safe_upgrade,0,0,B,BB,B→BB,1,1,0,1,1
350,safe_upgrade,0,0,B,BB,B→BB,1,8,0,8,1
352,safe_upgrade,0,0,A,AA,A→AA,1,2,0,2,1
355,safe_upgrade,0,0,A,AA,A→AA,1,9,1,10,1
356,safe_upgrade,0,0,CCC,B,CCC→B,1,27,1,28,1
357,safe_upgrade,0,0,BB,BBB,BB→BBB,1,31,6,37,1
358,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
359,safe_upgrade,0,0,B,BB,B→BB,1,4,0,4,1
360,safe_upgrade,0,0,CCC,B,CCC→B,1,18,10,28,1
361,safe_upgrade,0,0,CCC,B,CCC→B,1,36,18,54,1
362,safe_upgrade,0,0,A,AA,A→AA,1,17,1,18,1
363,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
365,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
366,safe_upgrade,0,0,B,BB,B→BB,1,10,2,12,1
368,safe_upgrade,0,0,BB,BBB,BB→BBB,1,2,0,2,1
369,safe_upgrade,0,0,B,BB,B→BB,1,14,10,24,1
370,safe_upgrade,0,0,BBB,A,BBB→A,1,4,0,4,1
371,safe_upgrade,0,0,CCC,B,CCC→B,1,13,9,22,1
372,safe_upgrade,0,0,B,BB,B→BB,1,14,9,23,1
374,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
375,safe_upgrade,0,0,B,BB,B→BB,1,4,0,4,1
376,safe_upgrade,0,0,BB,BBB,BB→BBB,1,9,0,9,1
379,safe_upgrade,0,0,B,BB,B→BB,1,21,1,22,1
381,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
382,safe_upgrade,0,0,B,BB,B→BB,1,7,2,9,1
383,safe_upgrade,0,0,B,BB,B→BB,1,6,0,6,1
385,safe_upgrade,0,0,CCC,B,CCC→B,1,30,6,36,1
388,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
389,safe_upgrade,0,0,B,BB,B→BB,1,9,2,11,1
390,safe_upgrade,0,0,CCC,B,CCC→B,1,35,16,51,1
391,safe_upgrade,0,0,B,BB,B→BB,1,25,1,26,1
392,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
393,safe_upgrade,0,0,B,BB,B→BB,1,31,14,45,1
394,safe_upgrade,0,0,CCC,B,CCC→B,1,13,1,14,1
396,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
397,safe_upgrade,0,0,B,BB,B→BB,1,30,6,36,1
398,safe_upgrade,0,0,A,AA,A→AA,1,1,0,1,1
399,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
401,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
402,safe_upgrade,0,0,B,BB,B→BB,1,32,6,38,1
403,safe_upgrade,0,0,BB,BBB,BB→BBB,1,8,7,15,1
404,safe_upgrade,0,0,CCC,B,CCC→B,1,9,2,11,1
405,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
406,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
407,safe_upgrade,0,0,CCC,B,CCC→B,1,10,2,12,1
408,safe_upgrade,0,0,A,AA,A→AA,1,0,0,0,0
409,safe_upgrade,0,0,BBB,A,BBB→A,1,6,3,9,1
410,safe_upgrade,0,0,B,BB,B→BB,1,27,4,31,1
412,safe_upgrade,0,0,BB,BBB,BB→BBB,1,17,1,18,1
414,safe_upgrade,0,0,BBB,A,BBB→A,1,7,0,7,1
415,safe_upgrade,0,0,CCC,B,CCC→B,1,30,2,32,1
416,safe_upgrade,0,0,BBB,A,BBB→A,1,1,0,1,1
418,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
419,safe_upgrade,0,0,BBB,A,BBB→A,1,9,1,10,1
422,safe_upgrade,0,0,BBB,A,BBB→A,1,3,0,3,1
423,safe_upgrade,0,0,B,BB,B→BB,1,29,6,35,1
425,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
428,safe_upgrade,0,0,B,BB,B→BB,1,8,0,8,1
429,safe_upgrade,0,0,B,BB,B→BB,1,15,12,27,1
430,safe_upgrade,0,0,B,BB,B→BB,1,30,6,36,1
431,safe_upgrade,0,0,BBB,A,BBB→A,1,8,7,15,1
432,safe_upgrade,0,0,B,BB,B→BB,1,5,0,5,1
434,safe_upgrade,0,0,CCC,B,CCC→B,1,27,1,28,1
436,safe_upgrade,0,0,BBB,A,BBB→A,1,9,7,16,1
438,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
439,safe_upgrade,0,0,CCC,B,CCC→B,1,31,16,47,1
440,safe_upgrade,0,0,A,AA,A→AA,1,0,0,0,0
441,safe_upgrade,0,0,A,AA,A→AA,1,5,0,5,1
442,safe_upgrade,0,0,BB,BBB,BB→BBB,1,8,2,10,1
443,safe_upgrade,0,0,A,AA,A→AA,1,8,4,12,1
444,safe_upgrade,0,0,BB,BBB,BB→BBB,1,3,0,3,1
445,safe_upgrade,0,0,B,BB,B→BB,1,16,7,23,1
446,safe_upgrade,0,0,CCC,B,CCC→B,1,30,12,42,1
447,safe_upgrade,0,0,CCC,B,CCC→B,1,34,18,52,1
448,safe_upgrade,0,0,BB,BBB,BB→BBB,1,7,2,9,1
450,safe_upgrade,0,0,B,BB,B→BB,1,18,12,30,1
451,safe_upgrade,0,0,BBB,A,BBB→A,1,0,0,0,0
452,safe_upgrade,0,0,B,BB,B→BB,1,1,0,1,1
453,safe_upgrade,0,0,BBB,A,BBB→A,1,23,13,36,1
455,safe_upgrade,0,0,BB,BBB,BB→BBB,1,1,0,1,1
456,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
457,safe_upgrade,0,0,B,BB,B→BB,1,9,0,9,1
458,safe_upgrade,0,0,CCC,B,CCC→B,1,4,1,5,1
459,safe_upgrade,0,0,B,BB,B→BB,1,4,1,5,1
460,safe_upgrade,0,0,A,AA,A→AA,1,4,0,4,1
461,safe_upgrade,0,0,CCC,B,CCC→B,1,10,2,12,1
462,safe_upgrade,0,0,BB,BBB,BB→BBB,1,4,0,4,1
465,safe_upgrade,0,0,CCC,B,CCC→B,1,15,12,27,1
466,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
467,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
468,safe_upgrade,0,0,BB,BBB,BB→BBB,1,19,1,20,1
469,safe_upgrade,0,0,B,BB,B→BB,1,2,0,2,1
470,safe_upgrade,0,0,A,AA,A→AA,1,0,0,0,0
471,safe_upgrade,0,0,B,BB,B→BB,1,25,1,26,1
472,safe_upgrade,0,0,BB,BBB,BB→BBB,1,8,0,8,1
473,safe_upgrade,0,0,CCC,B,CCC→B,1,4,1,5,1
474,safe_upgrade,0,0,A,AA,A→AA,1,3,0,3,1
475,safe_upgrade,0,0,BBB,A,BBB→A,1,5,0,5,1
476,safe_upgrade,0,0,BBB,A,BBB→A,1,4,0,4,1
477,safe_upgrade,0,0,CCC,B,CCC→B,1,36,16,52,1
478,safe_upgrade,0,0,B,BB,B→BB,1,6,1,7,1
479,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
480,safe_upgrade,0,0,BB,BBB,BB→BBB,1,0,0,0,0
481,safe_upgrade,0,0,BBB,A,BBB→A,1,21,1,22,1
482,safe_upgrade,0,0,BBB,A,BBB→A,1,2,0,2,1
