antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,lift_vs_baseline,antecedents_str,consequents_str,has_distress,conf_safe,conf_diff,safe_ant_present,group_redundant
frozenset({'Attr41=LOW'}),frozenset({'Attr12=LOW'}),0.5109689213893968,0.5045703839122486,0.41681901279707495,0.8157423971377459,1.6167068522983588,1.0,0.15899922796439947,2.6887879164374064,0.7800295130349238,0.6961832061068703,0.6280852075068155,0.8209146768297425,9.348228914914003,Attr41=LOW,Attr12=LOW,True,0.6117942984907769,0.20394809864696894,True,True
frozenset({'Attr12=LOW'}),frozenset({'Attr41=LOW'}),0.5045703839122486,0.5109689213893968,0.41681901279707495,0.8260869565217391,1.6167068522983588,1.0,0.15899922796439947,2.811928702010969,0.7699553311322588,0.6961832061068703,0.6443722064201544,0.8209146768297425,9.466775296081392,Attr12=LOW,Attr41=LOW,True,0.6105997210599721,0.21548723546176707,True,True
frozenset({'Attr12=LOW'}),frozenset({'Attr46=LOW'}),0.5045703839122486,0.5484460694698354,0.3117001828153565,0.6177536231884058,1.12637077294686,1.0,0.03497053898779784,1.1813164438514256,0.22645572496780694,0.4204685573366215,0.1534867687613683,0.5930434782608696,7.0793209999205144,Attr12=LOW,Attr46=LOW,True,0.4493723849372385,0.16838123825116724,True,False
frozenset({'Attr12=LOW'}),frozenset({'Attr49=LOW'}),0.5045703839122486,0.45978062157221206,0.41590493601462525,0.8242753623188406,1.7927579450831246,1.0,0.18391325127252192,3.0742381122900926,0.89255910141519,0.7583333333333334,0.674716152921847,0.8644239634655834,9.446014823940862,Attr12=LOW,Attr49=LOW,True,0.7868898186889819,0.037385543629858686,True,True
frozenset({'Attr49=LOW'}),frozenset({'Attr12=LOW'}),0.45978062157221206,0.5045703839122486,0.41590493601462525,0.9045725646123262,1.7927579450831248,1.0,0.18391325127252192,5.191689518586235,0.8185567393689221,0.7583333333333334,0.8073844754352119,0.8644239634655834,10.366203146750212,Attr49=LOW,Attr12=LOW,True,0.7762795817281234,0.12829298288420277,True,True
frozenset({'Attr52=HIGH'}),frozenset({'Attr12=LOW'}),0.4113345521023766,0.5045703839122486,0.25502742230347347,0.6199999999999999,1.2287681159420287,1.0,0.047480189432804465,1.3037621475993453,0.3162692847124823,0.3858921161825726,0.23298892988929867,0.5627173913043477,7.10506398537477,Attr52=HIGH,Attr12=LOW,True,0.4374830485489558,0.18251695145104407,True,False
frozenset({'Attr53=LOW'}),frozenset({'Attr12=LOW'}),0.4369287020109689,0.5045703839122486,0.26416819012797077,0.6046025104602512,1.1982520768904252,1.0,0.04370690721201573,1.2529913041796044,0.2938367860513192,0.39001349527665324,0.20190986428692762,0.5640766175489662,6.928612133126297,Attr53=LOW,Attr12=LOW,True,0.4801858431265373,0.12441666733371387,True,False
frozenset({'Attr55=LOW'}),frozenset({'Attr12=LOW'}),0.453382084095064,0.5045703839122486,0.27787934186471663,0.6129032258064516,1.2147031323048154,1.0,0.04911616963393481,1.2798598415600244,0.3233585636331632,0.40860215053763443,0.21866444470896326,0.5818139317438056,7.023736509995872,Attr55=LOW,Attr12=LOW,True,0.45152430650920083,0.1613789192972508,True,False
frozenset({'Attr12=LOW'}),frozenset({'Attr56=LOW'}),0.5045703839122486,0.44149908592321757,0.3692870201096892,0.7318840579710145,1.6577249677438712,1.0,0.14651965682850449,2.083057463313405,0.8008476124365204,0.6402535657686212,0.5199364311297706,0.7841614906832298,8.387230744773865,Attr12=LOW,Attr56=LOW,True,0.7419804741980474,-0.010096416227032834,True,True
frozenset({'Attr56=LOW'}),frozenset({'Attr12=LOW'}),0.44149908592321757,0.5045703839122486,0.3692870201096892,0.8364389233954451,1.6577249677438712,1.0,0.14651965682850449,3.0290190451947328,0.7104081930287954,0.6402535657686212,0.6698601147502158,0.7841614906832298,9.585406565455845,Attr56=LOW,Attr12=LOW,True,0.7279693486590038,0.10846957473644137,True,True
frozenset({'Attr12=LOW'}),frozenset({'Attr57=LOW'}),0.5045703839122486,0.4351005484460695,0.36288848263254114,0.7192028985507246,1.6529579222993545,1.0,0.14334963186267793,2.0117709500501264,0.797336109381245,0.6291600633914421,0.5029255194409267,0.7766182559980515,8.24190743979016,Attr12=LOW,Attr57=LOW,True,0.7799163179916319,-0.060713419440907246,True,False
frozenset({'Attr57=LOW'}),frozenset({'Attr12=LOW'}),0.4351005484460695,0.5045703839122486,0.36288848263254114,0.8340336134453782,1.6529579222993547,1.0,0.14334963186267793,2.985120218452781,0.6992818305576615,0.6291600633914421,0.6650051164377191,0.7766182559980515,9.557842241101193,Attr57=LOW,Attr12=LOW,True,0.7637257579896204,0.0703078554557578,True,False
frozenset({'Attr12=LOW'}),frozenset({'Attr58=HIGH'}),0.5045703839122486,0.4186471663619744,0.3811700182815356,0.7554347826086957,1.8044664894626923,1.0,0.16993305682649917,2.3770871419865935,0.8998646101568928,0.7032040472175379,0.57931706316653,0.8329575659768369,8.657116882600747,Attr12=LOW,Attr58=HIGH,True,0.8273361227336122,-0.07190134012491656,True,True
frozenset({'Attr58=HIGH'}),frozenset({'Attr12=LOW'}),0.4186471663619744,0.5045703839122486,0.3811700182815356,0.9104803493449781,1.8044664894626923,1.0,0.16993305682649917,5.534311321175366,0.7668657526808741,0.7032040472175379,0.8193090446188304,0.8329575659768369,10.433905063745877,Attr58=HIGH,Attr12=LOW,True,0.8066358444384008,0.10384450490657737,True,True
frozenset({'Attr63=LOW'}),frozenset({'Attr12=LOW'}),0.43875685557586835,0.5045703839122486,0.28244972577696525,0.64375,1.2758378623188407,1.0,0.06106601071491835,1.390679624105969,0.3852186837860916,0.4273858921161826,0.2809271217712178,0.6017663043478261,7.377233775137111,Attr63=LOW,Attr12=LOW,True,0.47798742138364786,0.16576257861635219,True,False
frozenset({'cash_to_current_liabilities=LOW'}),frozenset({'Attr12=LOW'}),0.42321755027422303,0.5045703839122486,0.263254113345521,0.6220302375809935,1.2327918114376937,1.0,0.04971107152525492,1.310765212849308,0.3273903856312731,0.39614855570839064,0.23708686330923784,0.5718846840078881,7.128330062662628,cash_to_current_liabilities=LOW,Attr12=LOW,True,0.43984757757212845,0.18218266000886507,True,False
frozenset({'retained_earnings_to_assets=LOW'}),frozenset({'Attr12=LOW'}),0.44149908592321757,0.5045703839122486,0.30895795246800734,0.6997929606625259,1.3869085126173974,1.0,0.0861905891868226,1.6502931349681653,0.4995012541279694,0.48493543758967006,0.3940470460605229,0.6560559006211181,8.019473809713059,retained_earnings_to_assets=LOW,Attr12=LOW,True,0.5686918445539135,0.13110111610861241,True,False
frozenset({'Attr12=LOW'}),frozenset({'retained_earnings_to_assets=LOW'}),0.5045703839122486,0.44149908592321757,0.30895795246800734,0.6123188405797102,1.3869085126173974,1.0,0.0861905891868226,1.4406191802354391,0.5630908971811612,0.48493543758967006,0.30585402879574947,0.6560559006211181,7.017039583498927,Attr12=LOW,retained_earnings_to_assets=LOW,True,0.5796373779637378,0.03268146261597238,True,False
frozenset({'working_capital_to_assets=LOW'}),frozenset({'Attr12=LOW'}),0.45429616087751373,0.5045703839122486,0.2851919561243144,0.6277665995975854,1.2441606158691276,1.0,0.05596756782048665,1.3309649686249316,0.35961860584976146,0.4233378561736769,0.24866542427999713,0.5964919954509666,7.194067512938691,working_capital_to_assets=LOW,Attr12=LOW,True,0.4686813186813187,0.15908528091626672,True,False
frozenset({'Attr12=MID'}),frozenset({'Attr24=MID'}),0.3071297989031079,0.34552102376599636,0.25411334552102377,0.8273809523809523,2.3945893172083648,1.0,0.14799354297497735,3.791464414045261,0.840549723809343,0.6376146788990825,0.7362496674647512,0.781415343915344,9.481604204753198,Attr12=MID,Attr24=MID,False,0.6009676597911892,0.22641329258976317,True,True
frozenset({'Attr24=MID'}),frozenset({'Attr12=MID'}),0.34552102376599636,0.3071297989031079,0.25411334552102377,0.7354497354497355,2.3945893172083648,1.0,0.14799354297497735,2.6190493601462523,0.8898557131948073,0.6376146788990825,0.6181820720079295,0.781415343915344,8.428092626447288,Attr24=MID,Attr12=MID,False,0.6074646074646075,0.12798512798512796,True,True
frozenset({'Attr12=MID'}),frozenset({'Attr35=MID'}),0.3071297989031079,0.2687385740402194,0.2020109689213894,0.6577380952380952,2.447501619695497,1.0,0.11947334471890884,2.1365551228042285,0.853579913800308,0.5403422982885084,0.5319568452380953,0.704719387755102,7.537534277879342,Attr12=MID,Attr35=MID,False,0.6152279093455564,0.042510185892538854,True,True
frozenset({'Attr35=MID'}),frozenset({'Attr12=MID'}),0.2687385740402194,0.3071297989031079,0.2020109689213894,0.7517006802721088,2.447501619695497,1.0,0.11947334471890884,2.7904635496230994,0.8087669683257918,0.5403422982885084,0.6416366018702995,0.704719387755102,8.614324889004962,Attr35=MID,Attr12=MID,False,0.6087175610985135,0.1429831191735953,True,True
frozenset({'Attr12=MID'}),frozenset({'Attr41=HIGH'}),0.3071297989031079,0.3153564899451554,0.22394881170018283,0.7291666666666666,2.31219806763285,1.0,0.12709343636053727,2.527914498664041,0.8190727478326422,0.5619266055045872,0.6044170004450378,0.7196557971014492,8.35609003656307,Attr12=MID,Attr41=HIGH,False,0.5902724726254137,0.13889419404125292,True,True
frozenset({'Attr41=HIGH'}),frozenset({'Attr12=MID'}),0.3153564899451554,0.3071297989031079,0.22394881170018283,0.7101449275362318,2.31219806763285,1.0,0.12709343636053727,2.3904021937842774,0.8289147434674803,0.5619266055045872,0.581660357156514,0.7196557971014492,8.138105079087511,Attr41=HIGH,Attr12=MID,False,0.6112869198312235,0.0988580077050083,True,True
frozenset({'Attr12=MID'}),frozenset({'Attr57=MID'}),0.3071297989031079,0.27239488117001825,0.20383912248628885,0.6636904761904762,2.4365012783636946,1.0,0.12017853741030518,2.163498406432512,0.850917566880036,0.5425790754257908,0.5377856544627901,0.7060063119207415,7.605747257769652,Attr12=MID,Attr57=MID,False,0.6299974535268652,0.03369302266361096,True,False
frozenset({'Attr57=MID'}),frozenset({'Attr12=MID'}),0.27239488117001825,0.3071297989031079,0.20383912248628885,0.7483221476510068,2.4365012783636946,1.0,0.12017853741030518,2.7530042656916525,0.8102958739887781,0.5425790754257908,0.6367604611216378,0.7060063119207415,8.575607646344308,Attr57=MID,Attr12=MID,False,0.6239596469104666,0.12436250074054023,True,False
frozenset({'Attr21=LOW'}),frozenset({'Attr13=LOW'}),0.35283363802559414,0.5255941499085923,0.2376599634369287,0.6735751295336787,1.2815498986258165,1.0,0.05221266739971056,1.4533385566292327,0.3394719687092568,0.37089871611982883,0.31192907843900675,0.5628745212885785,7.719023216603044,Attr21=LOW,Attr13=LOW,True,0.44681418288456415,0.22676094664911456,True,False
frozenset({'Attr24=LOW'}),frozenset({'Attr13=LOW'}),0.4844606946983547,0.5255941499085923,0.41681901279707495,0.860377358490566,1.6369614438063986,1.0,0.16218930580296714,3.397771629033053,0.754767015055369,0.7026194144838213,0.705689460864507,0.8267104183757177,9.859735780069675,Attr24=LOW,Attr13=LOW,True,0.6961463820349321,0.1642309764556339,True,True
frozenset({'Attr13=LOW'}),frozenset({'Attr24=LOW'}),0.5255941499085923,0.4844606946983547,0.41681901279707495,0.7930434782608695,1.6369614438063986,1.0,0.16218930580296714,2.4910512651129912,0.8202092417942737,0.7026194144838213,0.5985630588960839,0.8267104183757177,9.088104284238137,Attr13=LOW,Attr24=LOW,True,0.7049410443571028,0.08810243390376671,True,True
frozenset({'Attr25=LOW'}),frozenset({'Attr13=LOW'}),0.46983546617915906,0.5255941499085923,0.30255941499085925,0.6439688715953308,1.2252207748265946,1.0,0.05561664254751697,1.3324841909671234,0.3467236170434421,0.43667546174142485,0.24952205303524447,0.6098105227541872,7.379741995603895,Attr25=LOW,Attr13=LOW,True,0.5169748826939001,0.12699398890143065,True,False
frozenset({'Attr29=LOW'}),frozenset({'Attr13=LOW'}),0.36837294332723947,0.5255941499085923,0.22577696526508226,0.6129032258064516,1.1661150070126227,1.0,0.032162301267675775,1.2255484460694699,0.22553126666158888,0.3378932968536252,0.18403878426253964,0.521234221598878,7.023736509995872,Attr29=LOW,Attr13=LOW,True,0.40589022757697457,0.20701299822947705,True,False
frozenset({'Attr30=HIGH'}),frozenset({'Attr13=LOW'}),0.43418647166361973,0.5255941499085923,0.2842778793418647,0.6547368421052632,1.2457080091533181,1.0,0.05607200986601338,1.3740413341062112,0.3486018835483015,0.42083897158322064,0.2722198559983775,0.5978032036613272,7.503140575387279,Attr30=HIGH,Attr13=LOW,True,0.4541234298197706,0.20061341228549256,True,False
frozenset({'Attr13=LOW'}),frozenset({'Attr35=LOW'}),0.5255941499085923,0.5383912248628885,0.4460694698354662,0.8486956521739131,1.5763549125267586,1.0,0.16309419168541056,3.050862594297002,0.7707010644682397,0.7218934911242605,0.6722238484718037,0.8386092861888241,9.7258659883952,Attr13=LOW,Attr35=LOW,True,0.7069062324536777,0.1417894197202354,True,True
frozenset({'Attr35=LOW'}),frozenset({'Attr13=LOW'}),0.5383912248628885,0.5255941499085923,0.4460694698354662,0.8285229202037352,1.5763549125267589,1.0,0.16309419168541056,2.766584610929101,0.7920670345723099,0.7218934911242605,0.6385434965373532,0.8386092861888241,9.494690905479183,Attr35=LOW,Attr13=LOW,True,0.709695603156708,0.1188273170470272,True,True
frozenset({'Attr38=LOW'}),frozenset({'Attr13=LOW'}),0.45612431444241314,0.5255941499085923,0.28153564899451555,0.6172344689378758,1.174355667857454,1.0,0.04179937769251596,1.239416330867081,0.2729837389501257,0.402088772845953,0.19316861082473244,0.5764433214254596,7.073371606100684,Attr38=LOW,Attr13=LOW,True,0.43842770753161076,0.17880676140626506,True,False
frozenset({'Attr41=LOW'}),frozenset({'Attr13=LOW'}),0.5109689213893968,0.5255941499085923,0.41773308957952465,0.8175313059033988,1.555442171579684,1.0,0.14917081371215435,2.5999301000107526,0.7302112517638397,0.6750369276218611,0.615374274871519,0.8061569572995255,9.368729416920393,Attr41=LOW,Attr13=LOW,True,0.6095584125209614,0.2079728933824374,True,True
frozenset({'Attr13=LOW'}),frozenset({'Attr41=LOW'}),0.5255941499085923,0.5109689213893968,0.41773308957952465,0.7947826086956521,1.555442171579684,1.0,0.14917081371215435,2.3829904254330234,0.752722581297985,0.6750369276218611,0.580359203575782,0.8061569572995255,9.108034337493043,Attr13=LOW,Attr41=LOW,True,0.6122964626614262,0.18248614603422586,True,True
frozenset({'Attr46=LOW'}),frozenset({'Attr13=LOW'}),0.5484460694698354,0.5255941499085923,0.3290676416819013,0.6000000000000001,1.1415652173913045,1.0,0.04080759602819434,1.1860146252285195,0.2746288798920377,0.44171779141104295,0.15684007707129113,0.6130434782608696,6.875868372943328,Attr46=LOW,Attr13=LOW,True,0.43539722929035907,0.16460277070964102,True,False
frozenset({'Attr13=LOW'}),frozenset({'Attr46=LOW'}),0.5255941499085923,0.5484460694698354,0.3290676416819013,0.6260869565217392,1.1415652173913045,1.0,0.04080759602819434,1.207644232813231,0.26140012845215155,0.44171779141104295,0.17194155958458035,0.6130434782608696,7.17481917176695,Attr13=LOW,Attr46=LOW,True,0.4323413812464907,0.1937455752752485,True,False
frozenset({'Attr13=LOW'}),frozenset({'Attr49=LOW'}),0.5255941499085923,0.45978062157221206,0.3930530164533821,0.7478260869565218,1.6264845708358544,1.0,0.1513950115136911,2.142249259282608,0.8119146838732806,0.6635802469135803,0.5332009122342382,0.8013484311522172,8.569922899610523,Attr13=LOW,Attr49=LOW,True,0.6869736103312745,0.06085247662524729,True,True
frozenset({'Attr49=LOW'}),frozenset({'Attr13=LOW'}),0.45978062157221206,0.5255941499085923,0.3930530164533821,0.8548707753479126,1.6264845708358544,1.0,0.1513950115136911,3.2688512684380564,0.7130012198481093,0.6635802469135803,0.6940821353191067,0.8013484311522172,9.79663154528042,Attr49=LOW,Attr13=LOW,True,0.6733626857457348,0.1815080896021778,True,True
frozenset({'Attr52=HIGH'}),frozenset({'Attr13=LOW'}),0.4113345521023766,0.5255941499085923,0.2586837294332724,0.6288888888888888,1.1965294685990338,1.0,0.04248869519299217,1.278339117012775,0.27902025766521066,0.3814016172506739,0.21773496039391982,0.5605314009661835,7.206928702010968,Attr52=HIGH,Attr13=LOW,True,0.419039869812856,0.20984901907603282,True,False
frozenset({'Attr53=LOW'}),frozenset({'Attr13=LOW'}),0.4369287020109689,0.5255941499085923,0.2687385740402194,0.6150627615062763,1.1702237584136803,1.0,0.03909140433609953,1.2324238931722442,0.25833775068468956,0.3873517786561265,0.18859086914810447,0.5631835546661816,7.048484315360316,Attr53=LOW,Attr13=LOW,True,0.46242142661929486,0.1526413348869814,True,False
frozenset({'Attr55=LOW'}),frozenset({'Attr13=LOW'}),0.453382084095064,0.5255941499085923,0.2806215722120658,0.6189516129032258,1.1776227208976155,1.0,0.042326601138334724,1.2450015960070804,0.27593607355680705,0.40183246073298423,0.19678817825843734,0.5764323281907433,7.093049699239251,Attr55=LOW,Attr13=LOW,True,0.43422136775611103,0.18473024514711472,True,False
frozenset({'Attr13=LOW'}),frozenset({'Attr56=LOW'}),0.5255941499085923,0.44149908592321757,0.34643510054844606,0.6591304347826087,1.492937258079035,1.0,0.11438576379721196,1.638459314255867,0.695985277146532,0.5581737849779087,0.38967053298228127,0.7219047619047618,7.553490183610205,Attr13=LOW,Attr56=LOW,True,0.69764177428411,-0.03851133950150132,True,True
frozenset({'Attr56=LOW'}),frozenset({'Attr13=LOW'}),0.44149908592321757,0.5255941499085923,0.34643510054844606,0.7846790890269151,1.492937258079035,1.0,0.11438576379721196,2.203250246097595,0.5911888033372341,0.5581737849779087,0.5461250932474857,0.7219047619047618,8.992250218583578,Attr56=LOW,Attr13=LOW,True,0.6800766283524904,0.10460246067442469,True,True
frozenset({'Attr13=LOW'}),frozenset({'Attr57=LOW'}),0.5255941499085923,0.4351005484460695,0.3491773308957952,0.6643478260869565,1.5268834490317866,1.0,0.12049102801052103,1.682990594007824,0.7273754400831238,0.5710014947683109,0.40581961446461234,0.7334344172451589,7.61328034337493,Attr13=LOW,Attr57=LOW,True,0.708029197080292,-0.04368137099333547,True,False
frozenset({'Attr57=LOW'}),frozenset({'Attr13=LOW'}),0.4351005484460695,0.5255941499085923,0.3491773308957952,0.8025210084033613,1.5268834490317864,1.0,0.12049102801052103,2.402310474930957,0.6108541317202932,0.5710014947683109,0.5837340716633472,0.7334344172451589,9.19671470050543,Attr57=LOW,Attr13=LOW,True,0.6888828189019394,0.1136381895014219,True,False
frozenset({'Attr13=LOW'}),frozenset({'Attr58=HIGH'}),0.5255941499085923,0.4186471663619744,0.360146252285192,0.6852173913043479,1.6367419783558004,1.0,0.14010775076952903,1.8468391123859933,0.8200365795213367,0.6165884194053208,0.4585343177467871,0.7727397000189862,7.852440982433829,Attr13=LOW,Attr58=HIGH,True,0.7711959573273441,-0.08597856602299625,True,True
frozenset({'Attr58=HIGH'}),frozenset({'Attr13=LOW'}),0.4186471663619744,0.5255941499085923,0.360146252285192,0.8602620087336245,1.6367419783558004,1.0,0.14010775076952903,3.3949668647166362,0.6691807936659964,0.6165884194053208,0.7054463151340754,0.7727397000189862,9.858413897160375,Attr58=HIGH,Attr13=LOW,True,0.7470764209953766,0.11318558773824783,True,True
frozenset({'Attr63=LOW'}),frozenset({'Attr13=LOW'}),0.43875685557586835,0.5255941499085923,0.283363802559415,0.6458333333333334,1.228768115942029,1.0,0.052755766036449464,1.3394988708463278,0.33172218135967224,0.41610738255033564,0.25345215157353895,0.5924818840579711,7.4011083180987205,Attr63=LOW,Attr13=LOW,True,0.44982225868197984,0.19601107465135353,True,False
frozenset({'cash_to_current_liabilities=LOW'}),frozenset({'Attr13=LOW'}),0.42321755027422303,0.5255941499085923,0.26508226691042047,0.6263498920086393,1.1916987510564372,1.0,0.04264159834764328,1.269652650822669,0.278895021585879,0.3877005347593583,0.2123830093592513,0.565348859047798,7.177832354764452,cash_to_current_liabilities=LOW,Attr13=LOW,True,0.42025040827436033,0.206099483734279,True,False
frozenset({'retained_earnings_to_assets=LOW'}),frozenset({'Attr13=LOW'}),0.44149908592321757,0.5255941499085923,0.3071297989031079,0.6956521739130435,1.3235538752362948,1.0,0.07508046215187378,1.558762078871768,0.43770458265139117,0.4653739612188366,0.35846527603250394,0.64,7.972021301963277,retained_earnings_to_assets=LOW,Attr13=LOW,True,0.5372194854953476,0.15843268841769587,True,False
frozenset({'working_capital_to_assets=LOW'}),frozenset({'Attr13=LOW'}),0.45429616087751373,0.5255941499085923,0.2851919561243144,0.6277665995975854,1.1943941912343625,1.0,0.046416551641160486,1.2744849053807004,0.2982487222436969,0.4105263157894736,0.21536928701302202,0.5851876476248796,7.194067512938691,working_capital_to_assets=LOW,Attr13=LOW,True,0.4513736263736263,0.17639297322395908,True,False
frozenset({'Attr21=LOW'}),frozenset({'Attr35=LOW'}),0.35283363802559414,0.5383912248628885,0.24862888482632542,0.7046632124352332,1.3088311619764774,1.0,0.05866635027689676,1.5629911158151324,0.3646041043536059,0.3869132290184921,0.3602010978299904,0.5832314364383298,8.075285826600108,Attr21=LOW,Attr35=LOW,True,0.45267928552386033,0.2519839269113729,True,False
frozenset({'Attr21=LOW'}),frozenset({'Attr41=LOW'}),0.35283363802559414,0.5109689213893968,0.22943327239488118,0.6502590673575129,1.2726000352220377,1.0,0.049146248943046505,1.39826663958291,0.3309924145227002,0.36167146974063397,0.28482882184882075,0.5496375837682019,7.451826259105246,Attr21=LOW,Attr41=LOW,True,0.400693148493735,0.24956591886377794,True,False
frozenset({'Attr21=LOW'}),frozenset({'Attr49=LOW'}),0.35283363802559414,0.45978062157221206,0.21937842778793418,0.6217616580310881,1.3523007035507164,1.0,0.05715235838494162,1.4282512333775765,0.40255414312617693,0.3697996918335901,0.29984306918106657,0.5494494174847289,7.125252199941271,Attr21=LOW,Attr49=LOW,True,0.4612103439082911,0.160551314122797,True,False
frozenset({'Attr24=LOW'}),frozenset({'Attr25=LOW'}),0.4844606946983547,0.46983546617915906,0.3007312614259598,0.620754716981132,1.321217238088246,1.0,0.07311444508687909,1.3979462832091825,0.4715880920045702,0.46013986013986014,0.28466493168510076,0.6304162689964026,7.113712876409919,Attr24=LOW,Attr25=LOW,True,0.5691710562794566,0.051583660701675416,True,False
frozenset({'Attr25=LOW'}),frozenset({'Attr24=LOW'}),0.46983546617915906,0.4844606946983547,0.3007312614259598,0.6400778210116732,1.321217238088246,1.0,0.07311444508687909,1.4323632590543012,0.45857876532858194,0.46013986013986014,0.30185307834533776,0.6304162689964026,7.3351514095277395,Attr25=LOW,Attr24=LOW,True,0.5666574661882418,0.07342035482343146,True,False
frozenset({'Attr30=HIGH'}),frozenset({'Attr24=LOW'}),0.43418647166361973,0.4844606946983547,0.27696526508226693,0.6378947368421053,1.316711022840119,1.0,0.06661898539148223,1.4237277326644275,0.42510810047079023,0.43162393162393164,0.29761851437103404,0.6047964250248262,7.310133743866063,Attr30=HIGH,Attr24=LOW,True,0.4964500273074822,0.14144470953462307,True,False
frozenset({'Attr24=LOW'}),frozenset({'Attr35=LOW'}),0.4844606946983547,0.5383912248628885,0.41224862888482633,0.8509433962264151,1.5805298395105232,1.0,0.1514192420682533,3.0968689977553057,0.7124593102797567,0.6751497005988025,0.6770932187558379,0.808323990133581,9.751624642130317,Attr24=LOW,Attr35=LOW,True,0.6404214028278348,0.21052199339858035,True,True
frozenset({'Attr35=LOW'}),frozenset({'Attr24=LOW'}),0.5383912248628885,0.4844606946983547,0.41224862888482633,0.765704584040747,1.5805298395105232,1.0,0.1514192420682533,2.2003815277005003,0.7956971306886786,0.6751497005988025,0.5455333598237186,0.808323990133581,8.774806554039165,Attr35=LOW,Attr24=LOW,True,0.6510710259301015,0.11463355811064557,True,True
